Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2026 Bengaluru CH SF,W vs Mayot,22% (2/9),100% (2/2),0/0,10% (1/10),100% (1/1),1/1,1/1,0/0,1/1,0/0
2024 US Open R128,L vs Hurkacz,24% (4/17),50% (2/4),1/3,31% (5/16),40% (2/5),1/2,0/0,3/3,0/0,2/2
2023 US Open R128,L vs De Minaur,28% (5/18),80% (4/5),1/5,50% (9/18),11% (1/9),2/3,0/0,2/5,0/0,2/3
2022 Amersfoort CH R32,L vs Houkes,17% (2/12),100% (2/2),1/2,17% (2/12),0% (0/2),2/2,0/1,1/1,0/0,0/0
2019 M15 Xativa SF,L vs Toledo Bague,17% (1/6),100% (1/1),1/6,100% (7/7),0% (0/7),0/1,0/0,0/1,0/0,0/1
2019 M15 Xativa R32,W vs Oliver Moratalla,59% (10/17),80% (8/10),2/5,64% (9/14),44% (4/9),4/7,1/2,1/1,0/0,0/0
2019 M25 Denia F,L vs Alcaraz,27% (3/11),100% (3/3),0/4,60% (6/10),17% (1/6),0/3,0/0,1/2,0/0,0/0
2019 M25 Denia R16,W vs Barroso Campos,50% (5/10),80% (4/5),0/2,55% (6/11),67% (4/6),4/4,2/2,1/1,1/1,0/0
2019 M25 Bakio R32,L vs Grenier,38% (3/8),67% (2/3),2/5,88% (7/8),14% (1/7),1/2,0/0,1/2,0/0,0/1
2019 Shymkent CH R32,L vs Nedovyesov,11% (1/9),0% (0/1),0/2,56% (5/9),40% (2/5),0/0,0/0,1/2,0/0,1/1
2019 Shymkent CH R64,W vs Patael,50% (4/8),100% (4/4),1/1,22% (2/9),50% (1/2),3/4,2/2,0/0,1/1,0/0
2019 M25 Namangan SF,L vs Safiullin,10% (1/10),100% (1/1),1/3,56% (5/9),40% (2/5),1/1,0/0,2/2,0/0,1/1
2019 M25 Namangan QF,W vs Leshem,82% (9/11),89% (8/9),3/5,60% (6/10),17% (1/6),4/7,1/2,0/0,0/0,0/0
2019 M25 Namangan R16,W vs Fomin,75% (9/12),89% (8/9),0/2,45% (5/11),40% (2/5),5/7,1/1,0/1,0/0,0/0
2019 M25 Andijan R32,L vs Kalovelonis,42% (5/12),60% (3/5),1/3,50% (6/12),33% (2/6),3/3,0/0,2/3,0/0,1/2
2019 M15 Murcia R32,L vs Barranco Cosano,44% (4/9),75% (3/4),3/4,80% (8/10),25% (2/8),2/3,0/0,0/2,0/0,0/1
2019 M15 Antalya R32,L vs Vanneste,38% (6/16),50% (3/6),0/4,33% (5/15),0% (0/5),2/3,0/0,1/2,0/0,1/2
2026 (1 matches),,22.2%,100.0%,-,10.0%,100.0%,100.0%,100.0%,-,100.0%,-
2024 (1 matches),,23.5%,50.0%,33.3%,31.3%,40.0%,50.0%,-,100.0%,-,100.0%
2023 (1 matches),,27.8%,80.0%,20.0%,50.0%,11.1%,66.7%,-,40.0%,-,66.7%
2022 (1 matches),,16.7%,100.0%,50.0%,16.7%,0.0%,100.0%,0.0%,100.0%,-,-
2019 (13 matches),,43.9%,78.7%,30.4%,57.0%,28.6%,64.4%,77.8%,52.6%,100.0%,44.4%
Career (17 matches),,37.9%,78.4%,30.4%,49.2%,27.7%,66.0%,72.7%,57.1%,100.0%,57.1%
