Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,63,17,46,27.0%,53-98,35.1%,609-797,43.3%,12-8,60.0%,57,57.1%,29.3%,3.3%,7.2%,56.0%,62.6%,41.8%,53.5%,40.7%,47.1%,0.88
Clay,19,11,8,57.9%,23-19,54.8%,183-179,50.6%,3-1,75.0%,19,60.3%,40.6%,2.5%,6.9%,62.0%,61.3%,44.9%,55.1%,45.9%,50.3%,1.02
Grass,4,0,4,0.0%,0-8,0.0%,24-49,32.9%,0-1,0.0%,4,51.4%,14.3%,3.8%,10.9%,52.8%,60.0%,38.4%,49.8%,30.4%,41.4%,0.61
Grand Slams,14,5,9,35.7%,12-21,36.4%,137-167,45.1%,3-2,60.0%,14,61.7%,27.3%,3.9%,7.9%,57.1%,65.6%,43.0%,55.9%,39.4%,47.7%,0.89
Premiers,7,1,6,14.3%,3-13,18.8%,61-93,39.6%,1-3,25.0%,7,60.8%,19.7%,3.2%,6.3%,56.0%,62.3%,44.7%,54.6%,36.0%,45.3%,0.79
Internationals,28,6,22,21.4%,23-46,33.3%,265-365,42.1%,5-2,71.4%,28,51.5%,32.1%,2.9%,8.5%,56.2%,61.3%,39.5%,51.7%,41.8%,46.8%,0.87
Quarter-finals,4,0,4,0.0%,2-8,20.0%,33-56,37.1%,0-1,0.0%,4,48.8%,26.7%,2.2%,6.8%,60.1%,58.1%,38.7%,50.4%,36.9%,43.6%,0.74
vs Righties,76,25,51,32.9%,68-110,38.2%,713-902,44.1%,13-6,68.4%,69,56.1%,31.5%,3.1%,7.4%,56.7%,61.8%,41.4%,53.0%,41.6%,47.3%,0.88
vs Lefties,8,2,6,25.0%,6-14,30.0%,86-114,43.0%,2-4,33.3%,8,66.3%,19.8%,3.9%,6.9%,59.7%,63.9%,48.7%,57.8%,36.9%,47.4%,0.87
vs Top 10,8,1,7,12.5%,3-14,17.6%,54-94,36.5%,0-1,0.0%,8,52.8%,21.3%,3.3%,6.1%,56.9%,58.4%,42.2%,51.4%,35.5%,43.7%,0.73
