Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2026 Australian Open R128,W vs Sierra,43.5%,56.5%,48.0%,51.7%,69.0%,57.1%,71.4%,53.3%,100.0%,31.3%,37.5%,36.4%,28.6%,22.2%,0.0%,-33
2025 BJK Cup Finals RR,L vs Boulter,28.3%,37.0%,26.7%,36.0%,48.0%,31.3%,30.0%,40.0%,0.0%,22.2%,27.8%,21.4%,30.0%,12.5%,-,68
2025 Madrid QF,L vs Svitolina,22.5%,22.5%,23.1%,28.6%,28.6%,26.7%,58.3%,33.3%,100.0%,21.4%,21.4%,18.2%,40.0%,0.0%,0.0%,63
2025 Madrid R32,W vs Pegula,28.1%,35.9%,45.2%,28.6%,38.1%,46.7%,44.4%,41.7%,40.0%,33.3%,38.9%,41.7%,33.3%,33.3%,-,115
2025 Indian Wells R64,L vs Gauff,18.9%,22.5%,41.2%,25.0%,31.7%,44.4%,69.6%,35.1%,20.0%,13.0%,13.0%,37.5%,34.6%,10.0%,0.0%,14
2025 Indian Wells R128,W vs Raducanu,25.0%,31.7%,46.5%,25.0%,34.4%,45.8%,47.1%,26.7%,66.7%,26.9%,30.8%,47.4%,11.1%,17.6%,0.0%,-18
2025 Australian Open R64,L vs Andreeva,25.0%,31.7%,53.4%,30.5%,42.4%,63.4%,45.8%,42.9%,75.0%,20.0%,20.0%,40.6%,20.0%,10.0%,0.0%,30
2024 BJK Cup Finals RR,L vs Paolini,26.6%,35.9%,41.5%,34.3%,45.7%,43.5%,47.4%,37.5%,20.0%,21.7%,30.4%,38.9%,30.0%,30.8%,0.0%,80
2024 Tokyo R16,L vs Zheng,27.8%,27.8%,33.3%,32.1%,32.1%,36.8%,70.0%,55.6%,100.0%,26.1%,26.1%,29.4%,28.6%,11.1%,0.0%,35
2024 Beijing R64,L vs Linette,15.0%,19.6%,49.4%,17.5%,26.3%,48.9%,50.0%,48.5%,57.1%,15.0%,15.0%,50.0%,18.2%,22.2%,0.0%,19
2024 Beijing R128,W vs Shi,25.0%,32.7%,55.6%,32.4%,41.2%,56.5%,44.4%,25.0%,0.0%,13.3%,20.0%,53.8%,50.0%,27.3%,-,9
2024 Roland Garros R64,L vs Sabalenka,22.6%,24.5%,36.8%,23.1%,23.1%,40.0%,45.0%,47.4%,50.0%,27.3%,36.4%,25.0%,25.0%,28.6%,25.0%,128
2022 US Open Q1,L vs Jacquemot,9.4%,26.8%,52.5%,9.3%,32.6%,60.3%,64.5%,43.6%,60.0%,10.2%,18.4%,38.6%,12.5%,12.0%,0.0%,-34
2022 Roland Garros Q2,L vs Von Deichmann,12.4%,21.6%,47.6%,12.2%,20.7%,47.2%,75.7%,42.2%,16.7%,14.3%,28.6%,50.0%,62.5%,0.0%,0.0%,-23
Last 52 Weeks (4 matches),,30.6%,38.3%,36.6%,35.9%,46.2%,41.3%,51.9%,42.9%,40.0%,27.3%,31.8%,29.2%,32.3%,17.1%,0.0%,95
Career (14 matches),,21.2%,28.9%,45.4%,24.2%,34.5%,49.1%,56.3%,41.8%,46.4%,19.3%,23.2%,39.3%,26.7%,16.6%,4.3%,56
