Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2026 Australian Open R128,W vs Sierra,10,10,1.0,9.6%,9.6%,7,9,0.8,7.4%,9.6%,4.3%,3.2%,0.4,9.6%,26.0%
2025 BJK Cup Finals RR,L vs Boulter,9,13,0.7,9.8%,14.1%,5,10,0.5,6.3%,12.5%,6.3%,0.0%,0.8,12.0%,14.1%
2025 Madrid QF,L vs Svitolina,8,13,0.6,9.4%,15.3%,7,8,0.9,9.5%,10.8%,6.8%,2.7%,2.1,22.4%,10.6%
2025 Madrid R32,W vs Pegula,20,25,0.8,15.6%,19.5%,16,21,0.8,13.7%,17.9%,11.1%,2.6%,0.4,8.6%,22.7%
2025 Indian Wells R64,L vs Gauff,26,44,0.6,11.0%,18.6%,26,39,0.7,12.6%,18.9%,7.3%,4.9%,0.6,16.9%,26.7%
2025 Indian Wells R128,W vs Raducanu,20,21,1.0,17.5%,18.4%,18,19,0.9,17.3%,18.3%,10.6%,6.7%,0.5,13.2%,28.9%
2025 Australian Open R64,L vs Andreeva,25,25,1.0,11.7%,11.7%,23,20,1.2,11.8%,10.3%,8.2%,3.6%,0.8,18.7%,23.4%
2024 BJK Cup Finals QF,L vs Paolini,12,27,0.4,10.5%,23.7%,9,21,0.4,9.0%,21.0%,8.0%,1.0%,1.3,19.3%,14.9%
2024 Tokyo R16,L vs Zheng,3,9,0.3,2.8%,8.4%,3,6,0.5,3.1%,6.1%,3.1%,0.0%,1.6,28.0%,17.8%
2024 Beijing R64,L vs Linette,17,31,0.5,8.9%,16.2%,17,21,0.8,9.7%,12.0%,8.6%,1.1%,0.7,15.2%,20.9%
2024 Beijing R128,W vs Shi,15,23,0.7,12.5%,19.2%,15,20,0.8,13.5%,18.0%,12.6%,0.9%,0.4,10.0%,26.7%
2024 US Open R64,L vs Niemeier,10,26,0.4,8.9%,23.2%,9,19,0.5,9.7%,20.4%,5.4%,3.2%,0.8,20.5%,25.0%
2024 US Open R128,W vs Korpatsch,25,47,0.5,14.2%,26.7%,23,37,0.6,15.0%,24.2%,10.5%,3.9%,0.4,9.7%,23.9%
2024 Wimbledon R128,L vs Jabeur,9,23,0.4,9.5%,24.2%,7,17,0.4,8.4%,20.5%,3.6%,3.6%,1.4,22.1%,15.8%
2024 Roland Garros R64,L vs Sabalenka,10,13,0.8,10.0%,13.0%,6,10,0.6,6.6%,11.0%,2.2%,4.4%,1.9,27.0%,14.0%
Career (15 matches),,219,350,0.6,11.0%,17.6%,191,277,0.7,10.8%,15.6%,7.6%,2.9%,0.8,16.4%,21.7%
