Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,13,10,3,76.9%,20-8,71.4%,152-119,56.1%,0-1,0.0%,13,61.7%,51.1%,2.5%,4.1%,62.9%,62.0%,43.3%,55.0%,50.1%,52.5%,1.11,W (Antalya 125 1)
2025,4,1,3,25.0%,3-7,30.0%,41-55,42.7%,0-1,0.0%,4,47.9%,38.3%,2.8%,9.7%,53.0%,56.5%,39.1%,48.3%,44.2%,46.3%,0.85,R16 (Paris 125)
2024,44,36,8,81.8%,74-29,71.8%,553-403,57.8%,6-2,75.0%,8,66.3%,48.7%,1.9%,3.8%,59.5%,63.8%,45.8%,56.5%,50.9%,53.7%,1.17,W (5x)
2023,40,22,18,55.0%,47-43,52.2%,419-411,50.5%,5-2,71.4%,5,70.2%,31.0%,4.3%,6.3%,57.7%,69.2%,43.2%,58.2%,40.3%,49.9%,0.96,W (W40 Navi Mumbai)
2022,64,44,20,68.8%,95-48,66.4%,735-581,55.9%,6-9,40.0%,4,69.0%,15.9%,1.9%,2.2%,59.9%,63.6%,48.0%,57.4%,34.8%,46.4%,0.82,W (3x)
2021,29,22,7,75.9%,44-18,71.0%,336-218,60.6%,1-4,20.0%,0,,,,,,,,,,,,W (3x)
2020,9,5,4,55.6%,11-9,55.0%,95-93,50.5%,2-1,66.7%,0,,,,,,,,,,,,SF (W25 Hong Kong)
2019,22,10,12,45.5%,24-26,48.0%,210-215,49.4%,3-2,60.0%,0,,,,,,,,,,,,W (W15 Hua Hin)
2018,15,8,7,53.3%,19-18,51.4%,181-173,51.1%,1-4,20.0%,0,,,,,,,,,,,,F (Gifu $80K)
2017,6,2,4,33.3%,4-10,28.6%,50-66,43.1%,0-1,0.0%,0,,,,,,,,,,,,R16 (2x)
Career,246,160,86,65.0%,341-216,61.2%,2772-2334,54.3%,24-27,47.1%,34,63.1%,41.5%,2.6%,4.9%,59.6%,63.1%,43.8%,55.3%,46.2%,50.8%,1.03,
