Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2026 Australian Open R128,W vs Sierra,72.4%,59.5%,6.9%,2/2,2.28,16.0%,81.5%,68.2%,3.7%,2.15,28.6%,76.9%,50.0%,11.5%,2.44,0.0%
2025 BJK Cup Finals RR,L vs Boulter,56.5%,42.3%,19.6%,7/2,2.42,10.0%,63.0%,47.1%,18.5%,2.60,18.8%,60.0%,33.3%,26.7%,2.22,0.0%
2025 Madrid QF,L vs Svitolina,66.7%,50.0%,13.3%,6/0,2.71,0.0%,57.6%,47.4%,3.0%,2.43,0.0%,91.7%,54.5%,41.7%,3.08,0.0%
2025 Madrid R32,W vs Pegula,81.3%,63.5%,6.3%,4/0,2.75,7.1%,78.4%,55.2%,5.4%,2.55,10.0%,92.0%,73.9%,8.0%,3.28,0.0%
2025 Indian Wells R64,L vs Gauff,66.4%,47.0%,3.2%,3/1,2.55,3.5%,80.2%,41.5%,0.0%,2.52,6.7%,78.3%,66.7%,17.4%,2.59,0.0%
2025 Indian Wells R128,W vs Raducanu,72.2%,66.7%,1.9%,1/0,-,2.3%,82.1%,62.5%,2.6%,-,4.2%,63.6%,85.7%,0.0%,-,0.0%
2025 Australian Open R64,L vs Andreeva,68.2%,50.7%,4.5%,2/3,-,17.8%,59.4%,53.7%,0.0%,-,29.3%,89.5%,47.1%,13.2%,-,3.1%
2024 BJK Cup Finals RR,L vs Paolini,66.0%,39.4%,2.0%,1/0,2.57,4.9%,61.3%,36.8%,3.2%,2.55,8.7%,82.4%,42.9%,0.0%,2.59,0.0%
2024 Tokyo R16,L vs Zheng,62.3%,42.4%,13.2%,6/1,2.74,2.8%,57.1%,25.0%,7.1%,2.56,5.3%,77.3%,58.8%,22.7%,2.94,0.0%
2024 Beijing R64,L vs Linette,75.0%,50.7%,9.8%,3/6,2.38,0.0%,74.5%,46.3%,3.6%,2.45,0.0%,87.5%,57.1%,21.9%,2.27,0.0%
2024 Beijing R128,W vs Shi,73.5%,60.0%,0.0%,0/0,2.43,8.3%,76.1%,60.0%,0.0%,2.55,13.0%,83.3%,60.0%,0.0%,2.22,0.0%
2024 Roland Garros R64,L vs Sabalenka,74.5%,34.3%,12.8%,4/2,2.49,7.9%,79.3%,30.4%,10.3%,2.60,10.0%,66.7%,41.7%,16.7%,2.05,0.0%
2022 US Open Q1,L vs Jacquemot,68.2%,54.4%,3.0%,0/4,2.34,13.3%,70.5%,47.3%,0.0%,2.22,17.1%,85.4%,65.7%,9.8%,2.54,7.0%
2022 Roland Garros Q2,L vs Von Deichmann,74.7%,54.8%,9.6%,8/0,2.35,17.9%,79.2%,57.9%,16.7%,2.43,20.8%,88.9%,50.0%,0.0%,1.89,0.0%
Last 52 Weeks (4 matches),,70.4%,56.0%,10.8%,82.6%,2.57,8.1%,70.2%,55.2%,7.3%,2.46,13.3%,80.8%,57.1%,17.9%,2.73,0.0%
Career (14 matches),,70.0%,52.0%,6.6%,69.1%,2.47,8.8%,72.0%,49.3%,4.1%,2.44,13.2%,82.2%,56.6%,12.9%,2.51,1.4%
