Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,20,4,16,20.0%,13-33,28.3%,167-249,40.1%,4-1,80.0%,19,54.9%,26.8%,3.1%,7.4%,56.6%,63.1%,38.0%,52.2%,39.8%,46.0%,0.83
Clay,11,6,5,54.5%,13-14,48.1%,114-133,46.2%,2-1,66.7%,11,59.5%,32.5%,1.9%,6.9%,60.8%,60.1%,45.4%,54.3%,42.5%,48.2%,0.93
Grass,2,0,2,0.0%,0-4,0.0%,14-25,35.9%,0-1,0.0%,2,55.0%,16.7%,3.4%,8.8%,54.7%,59.3%,41.8%,51.4%,30.8%,42.7%,0.63
Grand Slams,6,2,4,33.3%,4-9,30.8%,55-72,43.3%,2-1,66.7%,6,61.3%,24.2%,3.6%,7.5%,59.0%,64.4%,42.0%,55.2%,38.5%,47.1%,0.86
Premiers,1,0,1,0.0%,0-2,0.0%,4-12,25.0%,0-0,-,1,50.0%,0.0%,1.9%,9.3%,46.3%,72.0%,31.0%,50.0%,29.8%,39.6%,0.60
Internationals,10,2,8,20.0%,8-18,30.8%,103-138,42.7%,2-1,66.7%,10,52.5%,32.5%,1.5%,8.5%,57.0%,60.9%,39.4%,51.6%,41.7%,46.7%,0.86
Quarter-finals,2,0,2,0.0%,1-4,20.0%,16-29,35.6%,0-1,0.0%,2,54.5%,18.2%,1.4%,7.2%,62.3%,58.1%,42.3%,52.2%,36.6%,43.8%,0.77
vs Righties,29,10,19,34.5%,25-42,37.3%,255-340,42.9%,5-1,83.3%,26,53.5%,30.7%,2.7%,7.2%,57.6%,60.7%,38.7%,51.4%,41.2%,46.3%,0.85
vs Lefties,5,2,3,40.0%,5-8,38.5%,60-74,44.8%,2-2,50.0%,5,71.2%,17.2%,2.6%,7.2%,60.2%,65.7%,50.8%,59.8%,35.8%,48.1%,0.89
vs Top 10,2,1,1,50.0%,2-2,50.0%,13-17,43.3%,0-0,-,2,53.3%,33.3%,3.7%,4.6%,63.0%,55.9%,40.0%,50.0%,41.2%,45.9%,0.82
