Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2026 Australian Open R128,W vs Sierra,3.0,2.7,3.2,59.2%,65.0%,25.0%,75.0%,53.3%,1.8%,1.5,2.8,9.0,16.4
2025 BJK Cup Finals RR,L vs Boulter,3.5,3.1,3.9,43.3%,33.3%,27.3%,33.3%,58.2%,5.9%,1.5,2.6,-3.5,-7.3
2025 Madrid QF,L vs Svitolina,3.4,3.4,3.4,28.8%,42.1%,40.0%,75.0%,50.9%,9.3%,5.5,10.6,-1.0,-2.0
2025 Madrid R32,W vs Pegula,4.2,3.2,5.1,56.9%,60.0%,57.1%,41.7%,52.0%,7.3%,8.5,7.9,0.5,0.5
2025 Indian Wells R64,L vs Gauff,4.6,5.1,4.2,57.7%,47.5%,36.1%,35.7%,45.2%,6.3%,7.5,4.2,-8.0,-3.4
2025 Indian Wells R128,W vs Raducanu,5.1,4.5,5.7,56.0%,42.3%,60.9%,80.0%,52.3%,8.2%,4.0,3.3,7.5,7.0
2025 Australian Open R64,L vs Andreeva,4.7,4.8,4.7,48.6%,47.1%,47.8%,58.1%,44.0%,4.3%,21.0,14.0,3.5,1.6
2024 BJK Cup Finals RR,L vs Paolini,3.8,3.8,3.7,47.8%,39.3%,18.2%,50.0%,62.1%,9.1%,4.0,4.0,-9.0,-15.5
2024 Tokyo R16,L vs Zheng,3.6,4.2,2.9,38.1%,46.4%,44.4%,42.9%,53.2%,12.1%,4.5,6.9,-2.0,-3.6
2024 Beijing R64,L vs Linette,5.0,5.2,4.8,40.0%,53.7%,53.3%,48.0%,55.8%,6.0%,17.0,7.9,4.5,2.6
2024 Beijing R128,W vs Shi,4.6,4.2,5.0,55.2%,63.6%,35.7%,60.0%,67.5%,5.1%,10.0,6.5,0.0,0.0
2024 Roland Garros R64,L vs Sabalenka,3.4,3.6,3.2,35.0%,33.3%,62.5%,100.0%,46.4%,7.5%,0.0,0.0,-2.0,-3.3
2022 US Open Q1,L vs Jacquemot,4.7,5.3,4.0,48.5%,48.0%,58.6%,66.7%,64.1%,6.0%,24.0,7.9,-0.5,-0.3
2022 Roland Garros Q2,L vs Von Deichmann,5.2,5.3,5.0,57.4%,54.5%,45.5%,41.7%,58.3%,9.0%,30.5,14.0,3.0,2.1
Last 52 Weeks (4 matches),,3.6,3.1,4.0,48.8%,52.4%,41.0%,50.0%,53.4%,6.3%,4.3,6.3,1.3,2.0
Career (14 matches),,4.4,4.5,4.3,48.7%,49.1%,46.3%,53.6%,54.6%,6.7%,10.0,7.7,0.1,0.1
