Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2020,5,2,3,40.0%,4-6,40.0%,42-48,46.7%,0-0,-,0,,,,,,,,,,,,R16 (2x)
2019,13,7,6,53.8%,13-12,52.0%,113-110,50.7%,2-2,50.0%,0,,,,,,,,,,,,QF (2x)
2018,8,5,3,62.5%,10-5,66.7%,80-58,58.0%,1-1,50.0%,0,,,,,,,,,,,,SF (Lousada $15K)
2017,10,3,7,30.0%,9-16,36.0%,108-131,45.2%,1-3,25.0%,0,,,,,,,,,,,,QF (Wesley Chapel FL $25K)
2016,14,7,7,50.0%,15-16,48.4%,121-141,46.2%,1-1,50.0%,0,,,,,,,,,,,,QF (4x)
2015,13,6,7,46.2%,15-15,50.0%,142-137,50.9%,2-1,66.7%,0,,,,,,,,,,,,QF (Andrezieux Boutheon $25K)
2014,23,14,9,60.9%,31-26,54.4%,263-262,50.1%,4-1,80.0%,5,-,-,1.7%,5.3%,65.4%,59.8%,50.0%,56.4%,43.3%,49.7%,0.99,W (Landisville PA 25K)
2013,38,24,14,63.2%,49-33,59.8%,406-348,53.8%,3-6,33.3%,0,,,,,,,,,,,,W (2x)
2012,43,27,16,62.8%,58-39,59.8%,471-403,53.9%,5-4,55.6%,0,,,,,,,,,,,,F (Torun 25K)
2011,35,22,13,62.9%,47-33,58.8%,401-342,54.0%,7-3,70.0%,0,,,,,,,,,,,,W (Horb 10K)
2010,26,16,10,61.5%,34-23,59.6%,289-242,54.4%,1-6,14.3%,0,,,,,,,,,,,,W (Gliwice 10K)
2009,21,13,8,61.9%,29-21,58.0%,243-197,55.2%,2-3,40.0%,0,,,,,,,,,,,,SF (2x)
2008,7,2,5,28.6%,6-10,37.5%,62-77,44.6%,0-0,-,0,,,,,,,,,,,,R16 (2x)
2007,2,0,2,0.0%,0-4,0.0%,4-24,14.3%,0-0,-,0,,,,,,,,,,,,R32 (2x)
Career,258,148,110,57.4%,320-259,55.3%,2745-2520,52.1%,29-31,48.3%,5,-,-,1.7%,5.3%,65.4%,59.8%,50.0%,56.4%,43.3%,49.7%,0.99,
