Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2015 Moscow R32,L vs Kasatkina,11.5%,24.0%,55.0%,10.5%,31.6%,66.7%,57.1%,37.9%,50.0%,14.7%,14.7%,34.5%,37.5%,33.3%,75.0%,29
Career (1 matches),,11.5%,24.0%,55.0%,10.5%,31.6%,66.7%,57.1%,37.9%,50.0%,14.7%,14.7%,34.5%,37.5%,33.3%,75.0%,29
