Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,12,2,10,16.7%,7-20,25.9%,97-149,39.4%,1-1,50.0%,7,52.1%,27.5%,3.3%,7.3%,62.7%,55.6%,40.5%,50.0%,36.7%,43.0%,0.73
Clay,6,2,4,33.3%,5-9,35.7%,63-75,45.7%,1-2,33.3%,6,59.7%,32.4%,2.6%,4.7%,60.8%,60.6%,45.1%,54.5%,41.0%,47.8%,0.90
Grass,2,0,2,0.0%,0-4,0.0%,15-26,36.6%,0-0,-,2,70.0%,9.1%,0.0%,3.8%,69.2%,55.4%,46.3%,52.6%,31.9%,42.9%,0.67
Grand Slams,5,1,4,20.0%,2-9,18.2%,38-63,37.6%,0-0,-,5,63.6%,23.5%,1.8%,6.6%,64.0%,57.1%,41.2%,51.4%,36.8%,44.1%,0.76
Premiers,2,0,2,0.0%,1-4,20.0%,19-27,41.3%,0-0,-,1,-,-,2.2%,4.3%,54.3%,56.0%,66.7%,60.9%,34.8%,45.5%,0.89
Internationals,10,3,7,30.0%,8-14,36.4%,88-118,42.7%,2-3,40.0%,6,59.6%,27.1%,2.8%,4.5%,61.3%,60.4%,43.9%,54.0%,38.3%,45.9%,0.83
Quarter-finals,1,0,1,0.0%,0-2,0.0%,1-12,7.7%,0-0,-,0,,,,,,,,,,,
vs Righties,19,4,15,21.1%,12-31,27.9%,167-237,41.3%,2-2,50.0%,14,60.9%,25.8%,2.8%,5.7%,63.1%,58.4%,44.7%,53.3%,37.5%,45.2%,0.80
vs Lefties,1,0,1,0.0%,0-2,0.0%,8-13,38.1%,0-1,0.0%,1,20.0%,60.0%,0.0%,5.0%,57.5%,50.0%,29.4%,41.3%,45.8%,43.4%,0.78
vs Top 10,1,0,1,0.0%,0-2,0.0%,7-13,35.0%,0-0,-,1,-,-,0.0%,3.1%,76.9%,50.0%,33.3%,46.2%,36.2%,41.5%,0.67
