Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2014 Wimbledon R128,L vs Li,90.3,92.7,4.0,,,102,81,81.1,5.3,,,88,70
Career (1 matches),,90.3,92.7,4.0,,,102,81,81.1,5.3,,,88,70
