Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),50,980,65,1769,69,1714,43,1736,116,1551,,,,
2025,45,1145,131,1654,159,1564,90,1666,157,1494,,,,
2024,27,1690,67,1755,107,1641,24,1789,120,1546,196,360,,
2023,28,1435,40,1814,63,1711,25,1798,69,1614,,,,
2022,43,987,76,1741,145,1577,34,1788,86,1591,,,,
2021,99,762,34,1845,83,1661,17,1835,79,1607,,,,
2020,309,149,,,,,,,,,528,76,,
2019,398,89,,,,,,,,,691,48,,
2017,1129,6,,,,,,,,,,,,
2016,1759,1,,,,,,,,,,,,
