Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,25,13,12,52.0%,29-31,48.3%,285-283,50.2%,0-1,0.0%,25,74.6%,26.5%,3.0%,2.5%,74.6%,64.3%,49.9%,60.6%,38.3%,49.7%,0.97
Clay,22,9,13,40.9%,26-29,47.3%,247-272,47.6%,7-1,87.5%,21,67.2%,27.1%,1.8%,2.7%,72.0%,61.8%,49.3%,58.3%,40.7%,49.4%,0.98
Grass,1,0,1,0.0%,0-2,0.0%,4-12,25.0%,0-0,-,1,50.0%,0.0%,1.6%,4.8%,66.7%,59.5%,42.9%,54.0%,12.2%,37.5%,0.26
Grand Slams,5,1,4,20.0%,6-13,31.6%,80-104,43.5%,2-0,100.0%,5,67.4%,18.3%,4.3%,2.6%,73.6%,62.1%,45.6%,57.8%,34.1%,46.6%,0.81
Masters,12,4,8,33.3%,11-17,39.3%,117-132,47.0%,0-0,-,12,65.0%,29.4%,2.0%,2.8%,70.7%,61.2%,47.8%,57.3%,40.8%,48.9%,0.95
Other Tours,31,17,14,54.8%,38-32,54.3%,339-331,50.6%,5-2,71.4%,30,73.8%,27.5%,2.0%,2.5%,74.0%,63.9%,51.1%,60.6%,39.9%,50.3%,1.01
Best of 5,5,1,4,20.0%,6-13,31.6%,80-104,43.5%,2-0,100.0%,5,67.4%,18.3%,4.3%,2.6%,73.6%,62.1%,45.6%,57.8%,34.1%,46.6%,0.81
Best of 3,43,21,22,48.8%,49-49,50.0%,456-463,49.6%,5-2,71.4%,42,71.4%,28.0%,2.0%,2.6%,73.1%,63.2%,50.2%,59.7%,40.1%,50.0%,1.00
Finals,2,0,2,0.0%,0-4,0.0%,17-25,40.5%,0-1,0.0%,2,70.0%,14.3%,2.2%,2.2%,82.0%,59.6%,60.0%,59.7%,34.6%,47.3%,0.86
Semi-finals,4,2,2,50.0%,4-4,50.0%,38-34,52.8%,0-1,0.0%,4,77.8%,28.6%,3.0%,2.6%,73.9%,64.7%,56.7%,62.6%,40.9%,51.2%,1.09
Quarter-finals,6,5,1,83.3%,10-3,76.9%,69-57,54.8%,3-0,100.0%,6,80.3%,27.4%,1.9%,2.2%,74.0%,66.9%,57.0%,64.3%,41.3%,52.6%,1.16
vs Righties,44,20,24,45.5%,51-58,46.8%,499-528,48.6%,6-2,75.0%,43,70.6%,26.6%,2.5%,2.5%,73.1%,62.8%,49.3%,59.2%,39.3%,49.3%,0.96
vs Lefties,4,2,2,50.0%,4-4,50.0%,37-39,48.7%,1-0,100.0%,4,71.8%,23.1%,0.8%,3.3%,74.4%,66.1%,51.6%,62.4%,38.1%,50.3%,1.01
vs Top 10,4,2,2,50.0%,4-5,44.4%,40-47,46.0%,0-0,-,4,68.9%,22.2%,2.1%,2.1%,74.0%,63.5%,48.6%,59.6%,36.4%,48.3%,0.90
