Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2026 Indian Wells R32,L vs Medvedev,5.7,6.9,4.3,39.6%,39.3%,41.7%,42.9%,46.0%,27.7%,0.5,0.5,0.5,0.5
2026 Auckland F,L vs Mensik,3.9,4.8,3.0,34.1%,62.1%,100.0%,66.7%,60.6%,12.5%,6.5,5.5,8.5,12.3
2026 United Cup RR,W vs Munar,5.8,6.2,5.1,38.8%,58.1%,66.7%,52.6%,60.0%,13.9%,8.0,4.9,-0.5,-0.5
2025 Tokyo R32,L vs Alcaraz,3.9,4.4,3.4,45.2%,46.4%,36.4%,55.6%,52.0%,8.4%,8.0,10.3,-1.5,-2.0
2025 Bucharest F,L vs Cobolli,5.6,6.4,4.8,45.5%,47.6%,61.5%,45.0%,52.7%,6.5%,-5.0,-2.9,-0.5,-0.3
2025 Miami R128,L vs Bublik,3.9,4.7,3.1,39.4%,47.6%,50.0%,50.0%,56.5%,14.3%,-4.5,-5.6,0.5,0.9
2025 Santiago F,L vs Djere,4.7,5.1,4.4,52.1%,38.5%,50.0%,64.0%,48.3%,12.8%,5.0,2.9,8.0,4.8
2025 Rio de Janeiro F,W vs Muller,5.5,5.2,5.7,45.8%,66.7%,54.2%,70.0%,51.9%,9.6%,22.0,15.4,-0.5,-0.4
2024 Davis Cup Finals QF,L vs Sinner,3.9,4.1,3.7,33.3%,31.8%,46.2%,66.7%,53.6%,7.8%,-2.5,-3.0,-1.5,-2.1
2024 Cincinnati R32,L vs Thompson,5.0,4.3,5.8,30.8%,36.0%,50.0%,68.8%,60.2%,19.8%,-5.0,-4.0,-8.5,-11.2
2024 Paris Olympics R16,L vs Tsitsipas,4.0,4.6,3.4,39.4%,41.4%,60.0%,40.0%,49.5%,7.5%,-0.5,-0.6,-10.5,-12.5
2024 Hamburg SF,L vs Fils,4.0,4.6,3.4,45.5%,44.4%,18.2%,22.2%,50.3%,7.8%,2.5,3.9,-7.0,-9.9
2024 Eastbourne R16,L vs Kecmanovic,4.6,5.8,3.5,32.7%,53.3%,73.3%,11.1%,44.5%,29.2%,5.5,9.0,-0.5,-0.7
2024 Rome R16,L vs Hurkacz,5.3,6.1,4.5,36.0%,53.4%,60.0%,65.5%,51.7%,13.1%,21.5,9.7,-3.0,-1.6
2024 Madrid R32,L vs Fritz,4.5,5.1,3.7,42.9%,25.0%,54.5%,30.0%,44.6%,13.3%,-6.5,-9.6,-3.0,-3.5
2024 Monte Carlo R64,L vs Struff,4.6,5.2,3.9,49.5%,50.0%,44.8%,52.0%,52.4%,5.6%,15.5,7.5,2.0,1.1
2024 Indian Wells R32,L vs Fritz,4.6,5.2,3.7,38.9%,29.4%,46.7%,40.0%,49.5%,18.5%,0.0,0.0,-3.5,-4.8
2024 Santiago F,W vs Tabilo,4.8,5.3,4.5,51.6%,50.0%,78.3%,59.1%,61.9%,17.0%,18.5,9.0,10.0,8.8
2024 Rio de Janeiro F,W vs Navone,6.2,5.9,6.5,55.3%,72.0%,52.6%,71.4%,47.3%,3.8%,17.5,13.1,0.0,0.0
2024 Rio de Janeiro SF,W vs Cerundolo,5.4,5.0,5.8,55.3%,60.6%,68.8%,64.7%,49.6%,9.4%,1.0,0.8,7.5,6.1
Career (64 matches),,4.8,5.1,4.5,44.9%,52.7%,54.7%,51.0%,54.4%,15.3%,6.8,4.8,0.3,0.3
