Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,5,Hard,9,4,5,44.4%,2,1,1,50.0%,2022,2026,R32,9,0.96,3.4%,2.3%,74.2%,64.7%,49.8%,60.9%,37.6%,55.9%,37.8%
Roland Garros,5,Clay,7,2,5,28.6%,3,2,1,66.7%,2021,2025,R64,7,0.99,2.3%,1.9%,74.6%,60.2%,50.8%,57.8%,41.8%,57.0%,49.5%
Wimbledon,5,Grass,6,1,5,16.7%,3,1,2,33.3%,2021,2025,R64,6,0.79,1.5%,3.8%,72.6%,63.8%,48.1%,59.5%,32.0%,55.6%,30.3%
US Open,5,Hard,10,5,5,50.0%,6,2,4,33.3%,2021,2025,R32,10,0.97,2.9%,2.2%,72.4%,63.8%,49.2%,59.8%,39.1%,67.9%,33.0%
Olympics,1,,3,2,1,66.7%,1,1,0,100.0%,2024,2024,R16,3,0.99,6.5%,2.3%,77.2%,71.7%,59.2%,68.8%,30.9%,64.7%,33.3%
Davis Cup,3,,8,3,5,37.5%,4,3,1,75.0%,2022,2024,,4,0.86,1.7%,1.0%,71.6%,60.7%,47.1%,56.9%,37.1%,61.1%,36.4%
Miami Masters,5,Hard,5,0,5,0.0%,1,0,1,0.0%,2022,2026,R64,5,0.68,2.2%,3.0%,75.8%,57.8%,36.9%,52.8%,32.3%,50.0%,30.4%
Indian Wells Masters,5,Hard,9,4,5,44.4%,0,0,0,-,2022,2026,R32,9,0.95,1.1%,1.7%,69.7%,60.4%,48.4%,56.8%,41.0%,61.4%,48.9%
Santiago,6,Clay,23,18,5,78.3%,6,5,1,83.3%,2021,2026,W,23,1.11,2.4%,2.3%,71.2%,66.3%,53.1%,62.5%,41.7%,64.6%,41.9%
Rio de Janeiro,3,Clay,9,7,2,77.8%,3,2,1,66.7%,2022,2026,W,9,1.08,2.6%,2.6%,70.9%,62.0%,46.8%,57.6%,46.0%,59.0%,53.5%
Buenos Aires,6,Clay,13,7,6,53.8%,4,2,2,50.0%,2021,2026,SF,13,1.04,1.8%,2.1%,73.0%,62.0%,54.7%,60.0%,41.6%,58.5%,39.2%
Auckland,3,Hard,7,4,3,57.1%,3,0,3,0.0%,2023,2026,F,7,1.05,2.8%,2.6%,78.0%,63.0%,58.2%,61.9%,39.9%,67.4%,42.3%
