Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2026 Indian Wells Masters R32,L vs Medvedev,17,21,0.8,14.9%,18.4%,17,21,0.8,15.6%,19.3%,8.3%,1.8%,1.2,27.2%,22.8%
2026 Auckland F,L vs Mensik,18,20,0.9,13.6%,15.2%,16,17,0.9,15.1%,16.0%,13.2%,1.9%,1.0,18.9%,19.7%
2026 United Cup RR,W vs Munar,24,26,0.9,19.5%,21.1%,24,24,1.0,21.1%,21.1%,13.2%,7.9%,0.8,16.3%,21.1%
2025 Tokyo R32,L vs Alcaraz,24,20,1.2,21.8%,18.2%,23,18,1.3,22.5%,17.6%,9.8%,2.9%,1.6,27.3%,17.3%
2025 Bucharest F,L vs Cobolli,17,34,0.5,11.9%,23.8%,16,34,0.5,11.8%,25.0%,7.4%,4.4%,0.5,11.9%,25.2%
2025 Miami Masters R128,L vs Bublik,11,20,0.6,10.5%,19.0%,11,19,0.6,12.0%,20.7%,9.8%,1.1%,0.9,19.0%,21.0%
2025 Santiago F,L vs Djere,6,28,0.2,3.2%,14.7%,6,25,0.2,3.4%,14.2%,2.3%,1.1%,0.4,13.2%,30.0%
2025 Rio de Janeiro F,W vs Muller,26,21,1.2,22.4%,18.1%,23,21,1.1,21.3%,19.4%,15.7%,5.6%,0.5,10.3%,21.6%
2024 Davis Cup RR,L vs Sinner,7,19,0.4,6.5%,17.8%,6,19,0.3,6.2%,19.6%,5.2%,1.0%,1.2,15.9%,13.1%
2024 US Open R64,L vs Griekspoor,3,19,0.2,4.1%,25.7%,3,18,0.2,4.6%,27.7%,1.5%,1.5%,1.2,14.9%,12.2%
2024 US Open R128,W vs Darderi,35,44,0.8,12.2%,15.3%,29,41,0.7,11.2%,15.8%,7.3%,3.5%,0.6,13.6%,21.3%
2024 Cincinnati Masters R32,L vs Thompson,15,36,0.4,14.0%,33.6%,14,31,0.5,14.6%,32.3%,6.3%,2.1%,0.8,17.8%,23.4%
2024 Paris Olympics R16,L vs Tsitsipas,16,20,0.8,13.9%,17.4%,14,20,0.7,13.7%,19.6%,8.8%,4.9%,1.2,20.0%,16.5%
2024 Hamburg SF,L vs Fils,13,20,0.7,14.0%,21.5%,12,20,0.6,14.0%,23.3%,3.5%,1.2%,1.4,26.9%,19.4%
2024 Wimbledon R128,L vs Nakashima,22,25,0.9,13.2%,15.0%,22,23,1.0,14.6%,15.2%,6.6%,6.6%,1.8,20.4%,11.4%
2024 Eastbourne R16,L vs Kecmanovic,25,19,1.3,24.3%,18.4%,23,17,1.4,25.0%,18.5%,16.3%,3.3%,2.2,28.2%,12.6%
2024 Rome Masters R16,L vs Hurkacz,30,38,0.8,14.2%,18.0%,29,35,0.8,15.4%,18.6%,12.2%,3.2%,0.9,21.8%,23.2%
2024 Madrid Masters R32,L vs Fritz,16,20,0.8,16.5%,20.6%,16,19,0.8,19.0%,22.6%,7.1%,2.4%,1.4,27.8%,20.6%
2024 Monte Carlo Masters R64,L vs Struff,26,38,0.7,12.2%,17.8%,24,33,0.7,12.5%,17.2%,10.4%,2.1%,0.7,17.4%,25.8%
2024 Indian Wells Masters R32,L vs Fritz,5,22,0.2,5.2%,22.9%,5,21,0.2,5.9%,24.7%,2.4%,3.5%,0.9,19.8%,22.9%
Career (73 matches),,1498,1993,0.8,14.1%,18.8%,1387,1862,0.7,14.1%,18.9%,8.8%,4.2%,0.7,15.3%,20.9%
