Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2026 Indian Wells R32,L vs Medvedev,44% (4/9),0% (0/4),0/0,0/0,69% (9/13),4/6,0/1,- (0/0),- (0/0)
2026 Auckland F,L vs Mensik,89% (8/9),50% (1/2),0/3,0/0,60% (3/5),1/3,1/2,50% (4/8),38% (3/8)
2026 United Cup RR,W vs Munar,53% (8/15),67% (4/6),2/4,1/1,67% (4/6),0/0,0/0,- (0/0),- (0/0)
2025 Tokyo R32,L vs Alcaraz,50% (5/10),50% (1/2),0/0,0/0,20% (1/5),0/2,0/1,- (0/0),- (0/0)
2025 Bucharest F,L vs Cobolli,55% (6/11),50% (2/4),0/0,0/0,64% (7/11),7/9,6/7,- (0/0),- (0/0)
2025 Miami R128,L vs Bublik,75% (6/8),33% (1/3),0/0,0/0,50% (3/6),0/2,0/1,- (0/0),- (0/0)
2025 Santiago F,L vs Djere,65% (11/17),40% (4/10),1/2,0/0,38% (3/8),1/3,0/1,- (0/0),- (0/0)
2025 Rio de Janeiro F,W vs Muller,78% (7/9),42% (5/12),2/3,1/2,80% (4/5),0/0,0/0,- (0/0),- (0/0)
2024 Davis Cup RR,L vs Sinner,50% (3/6),0% (0/4),0/0,0/0,56% (5/9),5/7,0/1,- (0/0),- (0/0)
2024 US Open R128,W vs Darderi,61% (17/28),41% (7/17),3/7,1/1,80% (12/15),3/4,0/0,40% (4/10),55% (6/11)
2024 Cincinnati R32,L vs Thompson,33% (3/9),60% (3/5),0/0,0/0,25% (2/8),0/2,0/1,- (0/0),- (0/0)
2024 Paris Olympics R16,L vs Tsitsipas,67% (4/6),40% (2/5),0/0,0/0,29% (2/7),0/2,0/1,- (0/0),- (0/0)
2024 Hamburg SF,L vs Fils,67% (4/6),0% (0/1),0/0,0/0,43% (3/7),3/5,2/3,- (0/0),- (0/0)
2024 Wimbledon R128,L vs Nakashima,60% (9/15),0% (0/2),0/0,0/0,64% (7/11),6/9,4/5,- (0/0),- (0/0)
2024 Eastbourne R16,L vs Kecmanovic,57% (4/7),25% (1/4),0/0,0/0,43% (3/7),1/3,1/2,- (0/0),- (0/0)
2024 Rome R16,L vs Hurkacz,54% (14/26),50% (3/6),1/2,0/0,25% (1/4),2/4,0/1,50% (3/6),20% (1/5)
2024 Madrid R32,L vs Fritz,63% (5/8),- (0/0),0/0,0/0,57% (4/7),2/4,1/2,- (0/0),- (0/0)
2024 Monte Carlo R64,L vs Struff,75% (9/12),38% (5/13),1/1,0/0,83% (20/24),0/2,0/1,40% (2/5),20% (1/5)
2024 Indian Wells R32,L vs Fritz,44% (4/9),- (0/0),0/0,0/0,56% (5/9),2/4,2/3,- (0/0),- (0/0)
2024 Rio De Janeiro F,W vs Navone,86% (6/7),43% (6/14),2/3,1/1,33% (1/3),0/0,0/0,- (0/0),- (0/0)
2026 (3 matches),,60.6%,41.7%,28.6%,100.0%,66.7%,55.6%,33.3%,50.0%,37.5%
2025 (5 matches),,63.6%,41.9%,60.0%,50.0%,51.4%,50.0%,60.0%,-,-
2024 (16 matches),,60.4%,36.5%,57.1%,100.0%,58.9%,53.3%,55.6%,46.4%,42.9%
2023 (14 matches),,62.3%,42.7%,47.2%,46.7%,67.0%,59.1%,46.2%,48.6%,22.2%
2022 (18 matches),,56.5%,35.7%,54.8%,46.7%,54.9%,56.5%,59.3%,56.3%,25.0%
Career (85 matches),,58.6%,44.9%,55.2%,53.2%,57.5%,54.9%,52.7%,53.8%,32.3%
