Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,93,33,60,35.5%,83-139,37.4%,960-1144,45.6%,7-18,28.0%,90,71.3%,21.4%,2.7%,2.2%,73.3%,63.0%,48.5%,59.1%,36.6%,48.0%,0.90
Clay,135,84,51,62.2%,202-137,59.6%,1724-1520,53.1%,23-17,57.5%,132,75.1%,31.3%,2.3%,2.4%,71.5%,64.5%,53.6%,61.4%,42.0%,51.5%,1.09
Grass,11,3,8,27.3%,9-19,32.1%,116-149,43.8%,0-3,0.0%,11,75.9%,12.7%,2.6%,4.0%,72.4%,64.4%,51.0%,60.7%,31.5%,46.7%,0.80
Grand Slams,27,10,17,37.0%,41-58,41.4%,453-504,47.3%,4-7,36.4%,27,72.6%,22.5%,2.8%,2.5%,73.4%,63.1%,49.4%,59.5%,37.9%,48.7%,0.93
Masters,46,14,32,30.4%,39-70,35.8%,463-561,45.2%,4-6,40.0%,46,68.7%,22.4%,1.9%,2.6%,70.4%,62.8%,49.0%,58.7%,38.2%,48.3%,0.93
Other Tours,158,93,65,58.9%,206-155,57.1%,1797-1640,52.3%,19-24,44.2%,156,75.7%,29.3%,2.6%,2.3%,72.4%,64.5%,53.1%,61.4%,40.5%,50.9%,1.05
Best of 5,27,10,17,37.0%,41-58,41.4%,453-504,47.3%,4-7,36.4%,27,72.6%,22.5%,2.8%,2.5%,73.4%,63.1%,49.4%,59.5%,37.9%,48.7%,0.93
Best of 3,212,110,102,51.9%,253-237,51.6%,2347-2309,50.4%,26-31,45.6%,206,74.0%,27.6%,2.4%,2.3%,72.0%,64.1%,52.1%,60.7%,39.9%,50.3%,1.02
Finals,12,7,5,58.3%,16-12,57.1%,144-114,55.8%,0-2,0.0%,12,77.3%,35.2%,3.0%,2.0%,71.2%,65.4%,54.0%,62.1%,43.0%,52.5%,1.13
Semi-finals,18,12,6,66.7%,25-16,61.0%,208-170,55.0%,2-3,40.0%,18,79.5%,28.7%,3.5%,2.0%,71.9%,66.5%,54.4%,63.1%,40.9%,51.6%,1.11
Quarter-finals,27,18,9,66.7%,40-25,61.5%,324-290,52.8%,4-4,50.0%,27,75.1%,30.8%,2.4%,2.6%,72.2%,65.3%,50.1%,61.0%,41.6%,51.3%,1.07
vs Righties,207,103,104,49.8%,254-258,49.6%,2433-2458,49.7%,27-33,45.0%,201,73.8%,26.3%,2.6%,2.3%,72.4%,63.8%,51.7%,60.5%,39.3%,49.9%,0.99
vs Lefties,32,17,15,53.1%,40-37,51.9%,367-355,50.8%,3-5,37.5%,32,73.5%,29.0%,1.9%,2.6%,71.1%,64.7%,50.8%,60.7%,41.0%,50.8%,1.04
vs Top 10,21,3,18,14.3%,14-41,25.5%,213-305,41.1%,1-5,16.7%,21,67.7%,15.5%,2.0%,2.3%,72.3%,61.5%,49.2%,58.1%,35.4%,46.5%,0.85
