Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,8,Hard,18,10,8,55.6%,7,3,4,42.9%,2003,2010,R16,10,1.10,1.3%,3.5%,68.8%,59.8%,47.3%,55.9%,48.3%,57.5%,46.5%
Roland Garros,9,Clay,12,3,9,25.0%,2,0,2,0.0%,2003,2011,R32,9,0.94,0.7%,4.0%,72.0%,54.4%,39.7%,50.3%,46.9%,46.9%,56.6%
Wimbledon,9,Grass,17,8,9,47.1%,2,0,2,0.0%,2003,2011,R32,12,0.96,1.5%,2.8%,69.5%,61.4%,44.7%,56.3%,42.0%,63.6%,46.3%
US Open,9,Hard,20,11,9,55.0%,3,1,2,33.3%,2003,2011,R32,12,0.95,1.2%,3.8%,67.3%,56.2%,45.4%,52.7%,45.0%,45.9%,54.7%
Olympics,1,,2,1,1,50.0%,0,0,0,-,2008,2008,R32,0,,,,,,,,,,
Fed Cup,6,,23,14,9,60.9%,1,0,1,0.0%,2002,2010,,0,,,,,,,,,,
Hobart,8,Hard,19,12,7,63.2%,2,2,0,100.0%,2003,2010,W,11,1.09,0.9%,2.8%,67.3%,60.7%,53.3%,58.3%,45.3%,56.5%,47.9%
Moscow,8,Hard,16,8,8,50.0%,3,3,0,100.0%,2004,2011,SF,8,0.91,1.0%,3.1%,67.3%,53.6%,54.8%,54.0%,41.9%,43.4%,44.0%
Indian Wells,6,Hard,12,5,7,41.7%,1,1,0,100.0%,2005,2010,R16,8,0.96,0.5%,4.7%,64.9%,59.1%,44.2%,53.9%,44.1%,56.6%,47.7%
Miami,6,Hard,12,6,6,50.0%,1,0,1,0.0%,2005,2010,R32,7,0.91,1.0%,3.1%,68.7%,55.0%,44.8%,51.8%,43.9%,57.1%,49.1%
Linz,5,Hard,13,8,5,61.5%,0,0,0,-,2005,2010,QF,8,1.09,1.4%,4.1%,67.6%,61.6%,50.3%,57.9%,45.9%,36.7%,53.6%
New Haven,5,Hard,8,3,5,37.5%,3,2,1,66.7%,2005,2010,QF,6,0.94,1.8%,4.3%,68.6%,62.4%,42.4%,56.1%,41.3%,50.9%,43.5%
