Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2011,18,4,14,22.2%,10-30,25.0%,145-205,41.4%,0-1,0.0%,16,-,-,0.7%,2.6%,70.9%,56.1%,44.8%,52.8%,40.1%,46.5%,0.85,QF (Copenhagen)
2010,46,25,21,54.3%,56-51,52.3%,524-491,51.6%,2-9,18.2%,41,-,-,1.0%,3.4%,71.3%,58.6%,48.1%,55.6%,46.4%,51.0%,1.04,W (Hobart)
2009,59,33,26,55.9%,76-64,54.3%,655-617,51.5%,2-6,25.0%,51,-,-,0.8%,3.5%,71.7%,58.6%,45.7%,55.0%,45.9%,50.3%,1.02,F (Warsaw)
2008,51,28,23,54.9%,60-62,49.2%,543-583,48.2%,8-5,61.5%,41,-,-,1.4%,4.6%,66.2%,58.2%,45.5%,53.9%,44.5%,49.1%,0.96,SF ('s-Hertogenbosch)
2007,62,37,25,59.7%,76-61,55.5%,655-610,51.8%,6-3,66.7%,53,-,-,1.6%,2.9%,66.4%,60.1%,45.7%,55.3%,45.4%,50.4%,1.01,F (Warsaw)
2006,46,24,22,52.2%,53-51,51.0%,491-475,50.8%,7-4,63.6%,25,-,-,1.6%,4.1%,67.4%,58.6%,46.7%,54.7%,45.1%,50.0%,1.00,W (Luxembourg)
2005,32,15,17,46.9%,34-39,46.6%,327-357,47.8%,3-3,50.0%,6,-,-,1.6%,3.1%,68.3%,58.0%,40.9%,52.6%,43.3%,48.4%,0.91,F (Hyderabad)
2004,2,1,1,50.0%,2-3,40.0%,18-21,46.2%,0-1,0.0%,0,,,,,,,,,,,,R16 (Bogota)
2003,2,0,2,0.0%,1-4,20.0%,18-30,37.5%,1-0,100.0%,0,,,,,,,,,,,,R32 (2x)
2002,4,2,2,50.0%,5-5,50.0%,43-46,48.3%,0-0,-,0,,,,,,,,,,,,
Career,322,169,153,52.5%,373-370,50.2%,3419-3435,49.9%,29-32,47.5%,233,-,-,1.2%,3.5%,68.8%,58.7%,46.0%,54.7%,45.1%,49.9%,1.00,
