Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,175,88,87,50.3%,196-206,48.8%,1831-1917,48.9%,20-16,55.6%,128,-,-,1.3%,3.8%,67.3%,59.0%,46.6%,54.9%,44.3%,49.6%,0.98
Clay,111,63,48,56.8%,136-118,53.5%,1173-1100,51.6%,7-10,41.2%,75,-,-,1.2%,3.5%,70.3%,57.9%,44.2%,53.8%,47.7%,50.8%,1.03
Grass,34,18,16,52.9%,40-42,48.8%,392-388,50.3%,2-5,28.6%,28,-,-,1.4%,2.6%,71.4%,59.0%,47.2%,55.7%,42.6%,49.3%,0.96
Carpet,2,0,2,0.0%,1-4,20.0%,23-30,43.4%,0-1,0.0%,2,-,-,0.0%,3.8%,64.3%,61.3%,47.0%,56.2%,37.6%,47.4%,0.86
Grand Slams,53,26,27,49.1%,59-66,47.2%,580-598,49.2%,3-9,25.0%,43,-,-,1.2%,3.5%,69.3%,58.2%,44.5%,54.0%,45.2%,49.7%,0.98
Premiers,132,69,63,52.3%,158-154,50.6%,1417-1434,49.7%,14-10,58.3%,122,-,-,1.4%,3.9%,67.7%,59.4%,46.1%,55.1%,45.1%,50.1%,1.00
Internationals,94,51,43,54.3%,105-105,50.0%,974-980,49.8%,11-12,47.8%,51,-,-,1.0%,2.9%,70.1%,57.7%,46.8%,54.4%,45.1%,49.8%,0.99
Finals,5,2,3,40.0%,6-6,50.0%,54-56,49.1%,0-1,0.0%,4,-,-,1.3%,3.4%,75.1%,59.6%,33.9%,53.2%,47.2%,50.0%,1.01
Semi-finals,10,5,5,50.0%,8-12,40.0%,86-104,45.3%,1-1,50.0%,8,-,-,0.9%,1.6%,72.1%,55.6%,48.1%,53.5%,42.9%,48.4%,0.92
Quarter-finals,29,10,19,34.5%,25-40,38.5%,288-334,46.3%,4-4,50.0%,20,-,-,0.9%,2.9%,69.6%,56.8%,47.4%,53.9%,44.6%,49.3%,0.97
vs Righties,291,149,142,51.2%,330-341,49.2%,3055-3121,49.5%,24-28,46.2%,216,-,-,1.3%,3.5%,69.0%,58.4%,45.6%,54.4%,45.1%,49.8%,0.99
vs Lefties,25,15,10,60.0%,32-26,55.2%,283-258,52.3%,3-4,42.9%,15,-,-,0.8%,3.1%,66.8%,60.5%,50.4%,57.1%,43.8%,50.8%,1.02
vs Top 10,34,7,27,20.6%,20-56,26.3%,270-398,40.4%,2-3,40.0%,30,-,-,0.7%,3.3%,70.3%,56.6%,41.9%,52.2%,40.4%,46.3%,0.85
