Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,4,Hard,8,4,4,50.0%,3,2,1,66.7%,2023,2026,Q3,8,1.06,1.3%,5.8%,64.8%,61.3%,46.4%,56.1%,46.5%,53.2%,35.7%
Roland Garros,2,Clay,2,0,2,0.0%,1,0,1,0.0%,2023,2024,Q1,2,0.78,0.0%,8.5%,58.5%,61.8%,31.5%,49.2%,39.5%,21.4%,46.7%
Wimbledon,3,Grass,7,4,3,57.1%,5,3,2,60.0%,2023,2025,Q3,7,1.02,0.7%,4.6%,62.3%,60.5%,52.2%,57.4%,43.7%,63.8%,45.5%
US Open,3,Hard,9,6,3,66.7%,5,3,2,60.0%,2022,2024,R128,9,0.99,2.2%,4.8%,61.4%,60.1%,41.2%,52.8%,46.8%,50.6%,48.2%
La Bisbal d'Emporda 125,3,Clay,6,3,3,50.0%,0,0,0,-,2023,2025,R16,4,0.98,1.7%,5.6%,61.5%,51.4%,46.1%,49.4%,49.6%,48.5%,46.3%
Monastir,3,Hard,5,2,3,40.0%,1,0,1,0.0%,2022,2024,R32,5,0.99,1.5%,7.6%,63.3%,58.9%,43.3%,53.2%,46.1%,36.8%,35.7%
Palermo,3,Clay,7,4,3,57.1%,2,2,0,100.0%,2021,2024,R32,7,1.08,1.4%,6.9%,61.5%,60.8%,47.9%,55.8%,47.5%,49.0%,48.4%
Valencia 125,2,Clay,7,5,2,71.4%,1,1,0,100.0%,2023,2024,F,7,1.02,0.6%,6.4%,58.2%,58.5%,39.2%,50.5%,50.3%,57.3%,60.6%
Bari 125,2,Clay,2,0,2,0.0%,0,0,0,-,2023,2024,R32,2,0.71,0.0%,10.1%,58.7%,42.2%,35.6%,39.4%,42.7%,35.0%,54.5%
Miami,2,Hard,2,0,2,0.0%,1,0,1,0.0%,2023,2024,Q1,2,0.76,1.5%,5.3%,58.6%,48.7%,34.5%,42.9%,43.4%,55.2%,31.3%
