Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),203,344,309,1425,282,1419,267,1390,202,1397,468,153,,
2025,242,305,279,1462,263,1441,240,1431,200,1415,490,145
2024,212,331,194,1539,186,1512,164,1519,158,1462,936,40
2023,109,664,111,1659,114,1613,113,1594,111,1528,,
2022,123,516,151,1589,172,1513,123,1556,,,,
2021,295,233,291,1287,297,1195,282,1281,,,,
2020,371,130,,,,,,,,,234,350
2019,384,119,,,,,,,,,263,284
2018,421,73,,,,,,,,,370,150
2017,573,46,,,,,,,,,865,24
2016,1178,5,,,,,,,,,,
