Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2002 US Open F,W vs Agassi,44.1%,61.2%,51.4%,49.9%,59.3%,74.4%,51.4%,69.7%,54.2%,47.4%,50.0%,31.5%,55.6%,51.4%,161
2002 US Open SF,W vs Schalken,47.2%,65.1%,61.5%,56.3%,56.3%,80.3%,61.3%,70.0%,30.0%,46.3%,100.0%,55.6%,66.7%,62.5%,237
2002 US Open QF,W vs Roddick,33.3%,61.3%,76.2%,42.1%,50.0%,67.6%,70.6%,69.4%,33.3%,37.5%,100.0%,24.2%,69.7%,80.0%,96
2002 US Open R32,W vs Rusedski,38.4%,62.3%,56.8%,47.4%,51.7%,74.2%,60.5%,67.0%,53.1%,21.1%,0.0%,21.1%,49.1%,53.3%,43
2002 Rome R64,L vs Mantilla,31.6%,52.0%,56.5%,37.0%,53.3%,68.9%,47.6%,65.1%,41.2%,60.7%,66.7%,14.6%,41.7%,61.0%,27
2002 Houston SF,W vs Agassi,44.8%,59.7%,47.1%,52.4%,58.3%,83.3%,66.7%,72.5%,50.0%,72.2%,100.0%,32.1%,35.7%,31.6%,67
2002 Houston F,L vs Roddick,35.7%,52.9%,51.2%,45.6%,45.7%,65.2%,56.0%,60.7%,45.5%,66.7%,100.0%,20.0%,35.0%,43.8%,59
2002 Indian Wells SF,L vs Hewitt,23.9%,35.8%,44.7%,34.3%,26.1%,43.5%,41.2%,41.3%,52.2%,56.5%,25.0%,23.5%,23.5%,53.8%,91
2002 Australian Open R16,L vs Safin,35.6%,48.5%,45.8%,42.6%,50.0%,62.2%,49.0%,61.6%,45.5%,42.6%,75.0%,16.1%,32.1%,42.6%,34
2001 US Open F,L vs Hewitt,33.3%,42.4%,35.0%,39.4%,42.4%,52.5%,35.3%,52.5%,54.8%,39.3%,33.3%,23.5%,32.4%,34.6%,102
2001 US Open SF,W vs Safin,42.2%,60.8%,58.8%,49.2%,55.4%,73.8%,58.6%,66.5%,59.3%,39.5%,66.7%,24.1%,48.3%,59.1%,90
2001 US Open QF,W vs Agassi,41.7%,61.9%,58.1%,51.1%,50.5%,70.5%,57.7%,65.6%,50.0%,41.5%,100.0%,33.3%,58.8%,58.8%,179
2001 Long Island F,L vs Haas,38.3%,48.1%,47.7%,46.7%,43.9%,53.7%,56.5%,60.5%,23.5%,45.8%,50.0%,38.2%,50.0%,38.1%,148
2001 Los Angeles F,L vs Agassi,30.2%,44.4%,37.8%,36.8%,41.2%,58.8%,45.0%,53.5%,66.7%,36.8%,33.3%,22.7%,36.4%,29.4%,72
2001 Wimbledon R16,L vs Federer,45.0%,57.1%,44.2%,52.2%,53.0%,67.4%,50.0%,63.4%,31.6%,26.7%,28.6%,31.3%,39.6%,33.3%,160
2001 Miami R32,L vs Roddick,34.7%,43.1%,40.0%,39.2%,45.2%,54.8%,47.8%,52.9%,60.0%,36.4%,100.0%,26.1%,34.8%,29.4%,118
2001 Indian Wells F,L vs Agassi,36.2%,55.3%,49.0%,41.6%,57.4%,76.6%,55.0%,68.3%,52.6%,35.7%,25.0%,19.4%,44.4%,44.8%,46
2001 Indian Wells SF,W vs Kafelnikov,34.4%,45.9%,38.9%,42.3%,45.9%,62.2%,50.0%,58.9%,37.5%,52.4%,66.7%,20.0%,25.0%,25.0%,65
2000 Tour Finals SF,L vs Kuerten,38.0%,51.0%,45.6%,43.8%,50.8%,63.9%,53.3%,60.3%,58.6%,25.0%,100.0%,20.6%,35.3%,37.0%,79
2000 Tour Finals RR,W vs Safin,35.2%,53.7%,65.6%,42.0%,55.6%,74.1%,58.3%,69.3%,33.3%,33.3%,100.0%,16.7%,37.5%,70.0%,37
Career (234 matches),,38.5%,53.0%,52.8%,45.4%,53.3%,69.8%,57.6%,65.6%,47.5%,40.5%,48.8%,23.4%,37.9%,48.2%,89
