Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2002 US Open F,W vs Agassi,2.6,2.0,3.3,56.3%,45.5%,30.0%,87.5%,36.2%,44.7%,8.0,11.4,-1.0,-1.4
2002 US Open SF,W vs Schalken,3.0,1.8,4.1,54.7%,62.5%,27.3%,50.0%,34.6%,47.2%,16.0,22.9,-4.5,-6.1
2002 US Open QF,W vs Roddick,2.7,2.3,3.0,51.4%,75.0%,66.7%,75.0%,42.4%,45.3%,13.5,35.5,2.5,8.6
2002 US Open R32,W vs Rusedski,2.3,2.4,2.2,48.5%,65.4%,40.0%,0.0%,48.0%,27.5%,12.5,13.4,-2.0,-2.7
2002 Rome R64,L vs Mantilla,4.0,3.1,4.9,50.4%,53.2%,28.6%,44.4%,39.2%,25.9%,-1.0,-0.9,-1.0,-0.8
2002 Houston SF,W vs Agassi,2.9,2.4,3.4,59.1%,43.8%,66.7%,60.0%,34.2%,49.4%,7.0,17.5,2.5,6.4
2002 Houston F,L vs Roddick,2.7,2.6,2.8,46.0%,34.6%,33.3%,75.0%,40.8%,63.4%,-2.5,-5.2,-10.5,-40.4
2002 Indian Wells SF,L vs Hewitt,4.0,3.2,5.1,42.6%,43.3%,40.0%,30.0%,48.1%,39.3%,-6.0,-7.9,-7.0,-14.6
2002 Australian Open R16,L vs Safin,3.7,2.7,4.7,49.3%,56.3%,20.0%,34.6%,36.7%,46.4%,-5.0,-3.6,-5.0,-3.8
2001 US Open F,L vs Hewitt,3.0,2.3,4.0,46.3%,41.2%,14.3%,60.0%,49.7%,57.5%,-6.5,-10.2,0.5,1.6
2001 US Open SF,W vs Safin,2.4,2.1,2.8,52.5%,60.6%,42.9%,0.0%,27.7%,69.9%,0.5,1.9,-0.5,-2.4
2001 US Open QF,W vs Agassi,2.9,2.1,3.8,52.9%,57.1%,18.2%,38.5%,29.1%,51.9%,2.5,3.1,2.0,1.9
2001 Long Island F,L vs Haas,2.7,2.4,3.0,47.0%,51.6%,33.3%,100.0%,44.5%,60.6%,3.0,5.8,1.5,5.8
2001 Los Angeles F,L vs Agassi,3.5,2.3,4.5,45.1%,47.1%,25.0%,66.7%,30.5%,49.1%,9.5,19.0,-3.5,-6.1
2001 Wimbledon R16,L vs Federer,2.1,2.1,2.2,47.6%,50.9%,80.0%,100.0%,35.4%,41.5%,10.0,17.5,-3.0,-4.9
2001 Miami R32,L vs Roddick,2.4,2.2,2.6,42.3%,38.1%,66.7%,0.0%,43.4%,60.5%,-5.0,-16.1,-5.0,-29.4
2001 Indian Wells F,L vs Agassi,3.4,2.1,4.6,47.7%,51.4%,20.0%,36.4%,24.9%,58.8%,0.0,0.0,-2.0,-2.6
2001 Indian Wells SF,W vs Kafelnikov,3.0,2.3,3.6,48.2%,65.4%,50.0%,66.7%,42.2%,65.1%,-3.0,-7.0,5.0,22.7
2000 Tour Finals SF,L vs Kuerten,3.0,2.2,3.7,45.8%,62.2%,40.0%,28.6%,29.8%,49.6%,8.0,14.5,-1.0,-1.4
2000 Tour Finals RR,W vs Safin,2.6,2.5,2.8,56.9%,71.4%,50.0%,100.0%,25.9%,65.1%,4.5,30.0,3.0,20.0
Career (234 matches),,3.0,2.6,3.4,52.5%,54.4%,43.9%,52.8%,39.2%,33.3%,5.7,8.2,0.4,0.5
