Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2002,43,27,16,62.8%,78-52,60.0%,710-634,52.8%,16-14,53.3%,41,87.2%,18.0%,15.4%,5.8%,58.9%,78.6%,52.4%,67.8%,34.8%,51.2%,1.08,W (US Open)
2001,52,35,17,67.3%,92-56,62.2%,809-728,52.6%,26-12,68.4%,52,86.4%,17.4%,13.7%,6.0%,60.2%,78.2%,52.0%,67.8%,35.6%,51.4%,1.10,F (4x)
2000,56,42,14,75.0%,112-45,71.3%,886-711,55.5%,27-9,75.0%,51,91.7%,18.4%,14.6%,6.4%,62.6%,81.3%,54.0%,71.1%,35.5%,53.0%,1.23,W (2x)
1999,50,40,10,80.0%,90-27,76.9%,674-522,56.4%,17-6,73.9%,47,89.7%,21.7%,12.8%,5.7%,59.9%,81.9%,53.1%,70.4%,37.3%,53.7%,1.26,W (5x)
1998,79,61,18,77.2%,148-50,74.7%,1115-840,57.0%,28-12,70.0%,78,88.7%,24.6%,14.5%,5.3%,58.7%,83.0%,50.9%,69.7%,38.0%,53.6%,1.25,W (4x)
1997,69,57,12,82.6%,140-42,76.9%,1046-705,59.7%,17-14,54.8%,58,90.4%,27.7%,12.5%,2.7%,63.7%,81.6%,52.9%,71.2%,39.7%,55.2%,1.38,W (8x)
1996,78,66,12,84.6%,155-56,73.5%,1202-923,56.6%,25-18,58.1%,73,90.8%,20.8%,13.6%,3.4%,59.8%,83.0%,53.1%,71.0%,35.3%,52.8%,1.21,W (8x)
1995,89,72,17,80.9%,182-63,74.3%,1395-1022,57.7%,23-21,52.3%,81,89.0%,26.0%,13.4%,4.1%,56.0%,82.9%,51.4%,69.1%,38.9%,53.9%,1.26,W (5x)
1994,90,78,12,86.7%,188-49,79.3%,1368-940,59.3%,29-11,72.5%,73,88.4%,29.3%,12.6%,4.1%,59.0%,81.0%,52.7%,69.4%,40.7%,54.7%,1.33,W (10x)
1993,101,85,16,84.2%,201-58,77.6%,1494-1048,58.8%,29-22,56.9%,90,89.6%,27.7%,13.2%,4.6%,57.7%,82.2%,52.5%,69.6%,39.9%,54.5%,1.31,W (9x)
1992,91,72,19,79.1%,170-70,70.8%,1321-1017,56.5%,37-18,67.3%,78,85.6%,26.7%,11.3%,3.5%,60.3%,79.3%,51.5%,68.3%,39.2%,53.6%,1.24,W (5x)
1991,71,52,19,73.2%,122-61,66.7%,1000-769,56.5%,16-13,55.2%,67,87.3%,25.4%,10.2%,3.0%,59.5%,75.8%,56.4%,67.9%,38.8%,53.2%,1.21,W (4x)
1990,70,51,19,72.9%,97-51,65.5%,765-620,55.2%,26-14,65.0%,0,,,,,,,,,,,,W (4x)
1989,37,18,19,48.6%,39-45,46.4%,368-395,48.2%,6-5,54.5%,0,,,,,,,,,,,,QF (2x)
1988,20,10,10,50.0%,19-19,50.0%,182-174,51.1%,6-5,54.5%,0,,,,,,,,,,,,SF (Schenectady)
Career,996,766,230,76.9%,1833-744,71.1%,14335-11048,56.5%,328-194,62.8%,789,88.8%,24.1%,13.1%,4.4%,59.5%,80.9%,52.6%,69.4%,38.0%,53.5%,1.24,
