Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2002 US Open F,W vs Agassi,1.07,1.27,38.9,2.0,27.3%,75.3%,18.7%,61.3%,35.9%,39.3%
2002 US Open QF,W vs Roddick,1.59,2.40,22.0,2.0,15.4%,74.4%,19.4%,77.8%,30.6%,42.4%
2002 US Open R32,W vs Rusedski,1.06,1.22,50.0,3.1,9.8%,69.5%,13.0%,73.9%,36.7%,28.6%
2002 Houston F,L vs Roddick,1.15,0.64,65.7,2.3,28.9%,81.6%,3.1%,53.1%,17.6%,17.2%
2002 Houston SF,W vs Agassi,1.18,1.63,43.8,2.1,17.6%,73.5%,15.2%,63.6%,55.6%,30.8%
2002 Indian Wells SF,L vs Hewitt,0.87,0.46,33.1,2.1,5.9%,67.6%,3.0%,42.4%,18.5%,29.2%
2002 Australian Open R16,L vs Safin,1.02,0.87,44.8,2.0,16.9%,62.7%,6.3%,62.5%,36.6%,27.0%
2001 US Open F,L vs Hewitt,0.95,0.63,32.7,2.3,11.5%,61.5%,10.6%,46.8%,30.0%,29.7%
2001 US Open SF,W vs Safin,1.35,1.41,34.3,2.1,17.0%,64.2%,24.5%,79.6%,35.7%,23.1%
2001 US Open QF,W vs Agassi,1.03,1.19,54.2,4.3,13.6%,73.9%,17.5%,68.8%,29.2%,37.0%
2001 Long Island F,L vs Haas,0.81,0.72,45.3,2.0,7.0%,69.8%,7.9%,57.9%,26.8%,36.8%
2001 Los Angeles F,L vs Agassi,0.88,0.70,52.9,3.1,9.1%,51.5%,20.0%,53.3%,47.2%,28.6%
2001 Wimbledon R16,L vs Federer,0.98,0.88,62.1,3.0,13.0%,69.0%,13.5%,65.2%,26.6%,32.2%
2001 Indian Wells F,L vs Agassi,0.90,0.71,39.1,2.5,12.2%,59.2%,17.8%,64.4%,38.2%,21.6%
2001 Indian Wells SF,W vs Kafelnikov,1.19,1.33,48.2,3.5,16.1%,51.6%,16.7%,63.3%,54.5%,39.3%
2000 Masters Cup SF,L vs Kuerten,0.91,0.87,75.1,5.1,7.8%,64.7%,12.2%,63.3%,29.3%,40.4%
2000 Masters Cup RR,L vs Hewitt,0.88,0.53,43.1,2.3,7.1%,71.4%,3.8%,42.3%,28.6%,21.7%
2000 Masters Cup RR,W vs Safin,1.28,2.25,33.7,2.1,17.9%,78.6%,7.7%,69.2%,45.8%,45.0%
2000 US Open F,L vs Safin,0.76,0.56,27.5,2.2,9.5%,61.9%,10.8%,64.9%,25.6%,28.2%
2000 Canada QF,L vs Safin,0.87,0.86,100.0,5.4,10.7%,67.9%,9.4%,71.7%,24.0%,36.4%
2002 (7 matches),,1.11,1.11,43.4,2.2,17.6%,71.1%,11.7%,63.4%,34.2%,30.8%
2001 (8 matches),,1.01,0.93,48.4,2.7,12.7%,65.0%,15.9%,63.7%,33.7%,31.3%
2000 (14 matches),,0.99,1.14,51.6,2.6,16.0%,71.9%,11.2%,68.8%,35.4%,32.8%
1999 (10 matches),,1.16,1.71,44.5,2.5,17.7%,72.7%,17.2%,75.1%,38.4%,39.2%
1998 (16 matches),,1.07,1.22,47.2,2.5,14.6%,70.9%,14.4%,67.7%,34.6%,35.4%
Career (171 matches),,1.07,1.27,45.6,2.6,15.4%,71.2%,13.5%,68.4%,35.9%,36.0%
