Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,534,428,106,80.1%,1019-363,73.7%,7749-5764,57.3%,176-91,65.9%,433,89.6%,24.8%,13.8%,4.7%,58.6%,81.6%,53.5%,70.0%,38.4%,53.9%,1.28
Clay,144,90,54,62.5%,234-156,60.0%,2014-1785,53.0%,43-29,59.7%,117,81.5%,24.6%,8.9%,4.0%,59.0%,75.2%,49.3%,64.6%,38.1%,51.5%,1.08
Grass,122,102,20,83.6%,269-85,76.0%,2057-1523,57.5%,50-29,63.3%,105,92.7%,21.6%,13.9%,4.6%,62.8%,84.7%,53.0%,72.9%,37.1%,54.6%,1.37
Carpet,196,146,50,74.5%,311-140,69.0%,2515-1976,56.0%,59-45,56.7%,134,89.0%,23.4%,14.2%,3.7%,59.5%,80.3%,52.6%,69.1%,37.5%,53.0%,1.21
Grand Slams,241,203,38,84.2%,632-216,74.5%,4789-3577,57.2%,95-63,60.1%,206,90.3%,23.4%,12.5%,4.3%,61.5%,82.9%,51.4%,70.8%,37.4%,54.1%,1.28
Masters,278,200,78,71.9%,421-222,65.5%,3488-2843,55.1%,85-47,64.4%,241,86.7%,23.8%,13.2%,4.8%,57.7%,79.1%,52.0%,67.6%,38.0%,52.6%,1.18
Other Tours,405,313,92,77.3%,651-236,73.4%,4974-3732,57.1%,125-65,65.8%,298,88.7%,25.9%,13.6%,4.2%,58.5%,79.9%,54.4%,69.3%,39.1%,53.8%,1.27
Best of 5,296,239,57,80.7%,754-281,72.9%,5819-4398,57.0%,114-87,56.7%,228,90.1%,23.3%,12.6%,4.3%,61.3%,82.6%,51.5%,70.6%,37.4%,53.9%,1.27
Best of 3,700,527,173,75.3%,1079-463,70.0%,8516-6650,56.2%,214-107,66.7%,561,87.9%,24.6%,13.4%,4.5%,58.2%,79.7%,53.3%,68.7%,38.4%,53.2%,1.23
Finals,89,65,24,73.0%,174-84,67.4%,1434-1172,55.0%,37-26,58.7%,80,88.7%,19.6%,13.3%,4.3%,58.6%,80.9%,52.4%,69.1%,36.3%,52.4%,1.18
Semi-finals,124,88,36,71.0%,218-105,67.5%,1790-1452,55.2%,41-35,53.9%,108,88.4%,21.9%,13.4%,4.7%,59.1%,79.8%,52.7%,68.8%,36.5%,52.5%,1.17
Quarter-finals,148,114,34,77.0%,251-102,71.1%,1965-1505,56.6%,47-29,61.8%,122,88.8%,24.8%,13.3%,4.2%,59.0%,80.8%,53.2%,69.5%,38.2%,53.5%,1.25
vs Righties,825,623,202,75.5%,1511-629,70.6%,11849-9188,56.3%,256-159,61.7%,654,88.4%,24.3%,13.1%,4.6%,59.1%,80.7%,52.2%,69.1%,38.2%,53.5%,1.23
vs Lefties,171,143,28,83.6%,322-115,73.7%,2486-1860,57.2%,72-35,67.3%,135,90.4%,23.0%,13.1%,3.8%,61.0%,81.9%,54.5%,71.2%,37.3%,53.8%,1.30
vs Top 10,197,124,73,62.9%,326-211,60.7%,2874-2537,53.1%,71-61,53.8%,154,87.7%,18.5%,12.7%,4.8%,58.6%,80.0%,51.3%,68.1%,35.1%,51.6%,1.10
