Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2002 US Open F,W vs Agassi,80.3%,64.9%,39.7%,66.4%,18.4%,35.7%,0.0%,14.0%,12.5%,1.0%,50.0%,113,189
2002 US Open SF,W vs Schalken,74.7%,77.4%,37.3%,73.2%,29.4%,18.2%,44.4%,5.8%,0.0%,0.0%,-,74,171
2002 US Open QF,W vs Roddick,62.9%,74.4%,36.8%,75.5%,44.4%,0.0%,33.3%,20.0%,0.0%,0.0%,-,196,168
2002 US Open R32,W vs Rusedski,70.1%,72.3%,34.2%,68.5%,41.8%,60.0%,66.7%,27.6%,25.0%,0.0%,-,255,192
2002 Rome R64,L vs Mantilla,61.4%,70.6%,35.7%,65.7%,19.1%,16.7%,18.8%,4.3%,18.2%,1.0%,0.0%,68,90
2002 Houston SF,W vs Agassi,42.9%,66.7%,24.2%,72.4%,26.5%,40.0%,40.0%,6.1%,0.0%,0.8%,0.0%,31,84
2002 Houston F,L vs Roddick,34.5%,65.0%,19.5%,69.2%,22.0%,20.0%,0.0%,3.8%,11.1%,3.3%,0.0%,243,184
2002 Indian Wells SF,L vs Hewitt,53.1%,52.9%,39.0%,58.7%,7.5%,28.6%,11.1%,2.2%,20.0%,0.0%,-,21,28
2002 Australian Open R16,L vs Safin,73.6%,65.1%,42.0%,64.2%,10.3%,20.0%,0.0%,5.8%,26.7%,0.0%,-,3,44
2001 US Open F,L vs Hewitt,85.2%,50.7%,51.1%,51.1%,10.6%,16.7%,0.0%,11.5%,40.0%,0.0%,-,40,75
2001 US Open SF,W vs Safin,88.9%,72.2%,46.4%,69.4%,33.3%,75.0%,0.0%,15.4%,40.0%,1.0%,0.0%,130,187
2001 US Open QF,W vs Agassi,90.8%,72.1%,42.9%,70.3%,22.8%,41.7%,0.0%,10.3%,38.1%,0.3%,0.0%,88,150
2001 Long Island F,L vs Haas,70.7%,67.9%,43.8%,65.7%,22.2%,11.1%,33.3%,9.1%,50.0%,0.0%,-,58,74
2001 Los Angeles F,L vs Agassi,66.7%,55.6%,35.8%,52.1%,28.9%,28.6%,0.0%,7.8%,22.2%,0.6%,0.0%,96,116
2001 Wimbledon R16,L vs Federer,68.3%,55.4%,33.0%,56.6%,44.4%,50.0%,0.0%,21.7%,33.3%,0.0%,-,123,158
2001 Miami R32,L vs Roddick,70.3%,57.8%,38.6%,58.8%,13.6%,0.0%,0.0%,11.8%,16.7%,0.0%,-,115,119
2001 Indian Wells F,L vs Agassi,83.8%,62.7%,38.0%,61.8%,16.1%,28.6%,20.0%,13.2%,47.1%,0.4%,0.0%,64,125
2001 Indian Wells SF,W vs Kafelnikov,88.2%,55.6%,42.6%,59.6%,13.8%,33.3%,0.0%,17.6%,0.0%,0.0%,-,46,73
2000 Tour Finals SF,L vs Kuerten,84.4%,68.4%,40.5%,66.7%,22.0%,54.5%,0.0%,15.2%,55.6%,0.5%,0.0%,13,56
2000 Tour Finals RR,W vs Safin,72.3%,79.4%,41.8%,78.0%,42.9%,66.7%,0.0%,16.7%,0.0%,0.0%,-,76,86
Career (234 matches),,60.5%,70.5%,32.9%,69.4%,21.1%,27.8%,11.9%,10.0%,24.3%,0.2%,27.6%,54,83
