Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
2002,13,1735,9,1984,4,1969,29,1823,3,1910,,,,
2001,10,1940,6,2026,4,1991,26,1848,2,1978,,,,
2000,3,3385,6,2018,5,1975,10,1902,1,2038,,,,
1999,3,3024,2,2136,2,2079,2,1993,1,2101,768,30,,
1998,1,3915,1,2165,1,2117,1,2062,1,2123,650,43,,
1997,1,4547,1,2254,1,2237,1,2113,1,2167,533,70,,
1996,1,4865,1,2266,1,2269,2,2150,1,2170,,,,
1995,1,,2,2261,2,2255,2,2153,1,2180,167,356,,
1994,1,,1,2278,1,2256,1,2190,1,2149,1157,2,,
1993,1,,1,2234,1,2208,1,2139,2,2077,508,59,,
1992,3,,2,2198,1,2168,2,2089,7,2002,284,132,,
1991,6,,4,2134,4,2089,23,1874,8,1920,99,537,,
1990,5,,5,2079,5,2049,41,1804,4,1915,151,324,,
1989,81,,72,1782,40,1783,92,1668,67,1649,34,,,
1988,97,,87,1758,77,1703,112,1619,,,346,,,
