Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,1,Hard,1,0,1,0.0%,0,0,0,-,2026,2026,R128,1,0.50,0.0%,4.9%,59.0%,58.3%,36.0%,49.2%,25.5%,60.0%,25.0%
Roland Garros,1,Clay,1,0,1,0.0%,1,0,1,0.0%,2025,2025,R128,1,0.77,0.0%,10.1%,59.4%,56.1%,32.1%,46.4%,41.5%,58.3%,42.9%
US Open,1,Hard,1,0,1,0.0%,1,0,1,0.0%,2025,2025,Q1,1,0.76,0.0%,8.7%,63.8%,52.3%,36.0%,46.4%,40.7%,28.6%,37.5%
