Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,10,6,4,60.0%,12-10,54.5%,103-97,51.5%,1-0,100.0%,10,64.6%,38.0%,0.9%,5.2%,64.6%,61.3%,46.1%,55.9%,44.5%,50.4%,1.01
Clay,5,2,3,40.0%,4-6,40.0%,42-47,47.2%,0-1,0.0%,5,59.1%,36.4%,1.4%,6.6%,63.3%,58.0%,42.9%,52.4%,44.7%,48.6%,0.94
Grand Slams,2,0,2,0.0%,0-4,0.0%,13-25,34.2%,0-1,0.0%,2,50.0%,21.1%,0.0%,7.7%,59.2%,57.1%,34.0%,47.7%,34.8%,41.7%,0.67
Internationals,12,8,4,66.7%,16-10,61.5%,128-107,54.5%,1-0,100.0%,12,66.7%,41.9%,1.3%,5.1%,65.7%,61.7%,48.2%,57.1%,46.7%,51.9%,1.09
Finals,1,1,0,100.0%,2-0,100.0%,12-7,63.2%,0-0,-,1,80.0%,44.4%,0.0%,7.8%,65.6%,59.5%,59.1%,59.4%,48.4%,54.0%,1.19
Semi-finals,1,1,0,100.0%,2-0,100.0%,12-5,70.6%,0-0,-,1,87.5%,55.6%,3.7%,5.6%,68.5%,73.0%,47.1%,64.8%,51.9%,58.5%,1.48
Quarter-finals,2,1,1,50.0%,2-2,50.0%,18-18,50.0%,0-0,-,2,55.6%,44.4%,1.8%,5.5%,64.2%,55.7%,48.7%,53.2%,46.2%,49.8%,0.99
vs Righties,12,6,6,50.0%,12-13,48.0%,107-109,49.5%,0-0,-,12,64.8%,34.3%,1.5%,6.0%,64.4%,60.8%,46.9%,55.9%,42.6%,49.4%,0.97
vs Lefties,2,1,1,50.0%,2-3,40.0%,25-29,46.3%,1-1,50.0%,2,50.0%,42.3%,0.0%,5.4%,65.6%,54.9%,37.5%,48.9%,47.7%,48.3%,0.93
vs Top 10,1,0,1,0.0%,0-2,0.0%,5-12,29.4%,0-0,-,1,50.0%,11.1%,0.0%,4.9%,59.0%,58.3%,36.0%,49.2%,25.5%,38.9%,0.50
