Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2019 Gwangju CH R64,L vs Ilkel,69.1%,42.6%,16.2%,7/4,2.21,12.5%,65.8%,48.0%,10.5%,1.83,18.4%,78.6%,36.4%,25.0%,2.68,0.0%
2019 Busan CH R64,L vs Yang,68.1%,44.9%,5.6%,3/1,2.10,15.7%,63.8%,36.7%,4.3%,2.02,23.5%,90.5%,57.9%,9.5%,2.24,0.0%
2019 Puerto Vallarta CH R32,L vs Brown,64.6%,50.0%,9.1%,6/3,2.03,30.3%,61.7%,40.5%,6.7%,2.11,38.3%,81.8%,63.0%,15.2%,1.84,10.5%
2019 Puerto Vallarta CH R64,W vs Crepatte,83.3%,65.0%,2.1%,0/1,1.79,0.0%,84.6%,63.6%,3.8%,1.88,0.0%,94.7%,66.7%,0.0%,1.69,0.0%
2019 Leon CH R64,L vs Escobar,68.6%,37.1%,4.9%,3/2,2.48,4.5%,66.7%,32.5%,5.0%,2.21,7.7%,88.2%,43.3%,5.9%,2.71,0.0%
2019 San Luis Potosi CH R32,L vs Bublik,52.2%,45.8%,13.0%,4/2,2.24,64.3%,50.0%,46.2%,23.1%,2.50,85.0%,73.3%,45.5%,0.0%,2.18,45.5%
2019 San Luis Potosi CH R64,W vs King,75.5%,43.8%,5.7%,1/5,2.47,5.6%,68.3%,41.5%,3.3%,2.41,8.1%,88.6%,46.2%,9.1%,2.54,0.0%
2019 Monterrey CH R32,L vs Krueger,64.1%,47.5%,2.2%,1/1,1.80,5.9%,56.6%,50.0%,3.8%,1.60,10.5%,87.9%,44.8%,0.0%,1.93,0.0%
2019 Monterrey CH R64,W vs Escobedo,59.4%,39.5%,0.0%,0/0,1.63,17.5%,65.7%,26.1%,0.0%,1.83,33.3%,62.5%,60.0%,0.0%,1.50,0.0%
2017 Monterrey CH SF,L vs Marterer,59.7%,45.0%,0.0%,0/0,2.02,14.3%,53.3%,37.5%,0.0%,1.94,24.0%,76.2%,56.3%,0.0%,2.15,0.0%
Career (10 matches),,66.9%,45.6%,5.8%,56.8%,2.07,17.6%,63.3%,41.4%,5.3%,2.02,24.4%,83.1%,50.9%,7.4%,2.14,6.7%
