Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2019 Gwangju CH R64,L vs Ilkel,24.4%,32.9%,42.9%,33.0%,32.1%,44.6%,57.9%,44.8%,32.0%,64.5%,50.0%,10.0%,10.0%,11.1%,-33
2019 Busan CH R64,L vs Yang,17.5%,34.9%,51.0%,27.6%,22.7%,40.9%,50.0%,37.3%,52.4%,56.5%,66.7%,5.6%,22.2%,52.9%,-60
2019 Puerto Vallarta CH R32,L vs Brown,25.8%,43.3%,50.0%,36.6%,29.9%,52.2%,55.3%,45.5%,38.2%,51.5%,71.4%,20.8%,29.2%,36.8%,65
2019 Puerto Vallarta CH R64,W vs Crepatte,30.6%,38.7%,50.0%,36.8%,44.4%,55.6%,55.0%,55.0%,22.2%,72.2%,75.0%,15.8%,21.1%,43.8%,9
2019 Leon CH R64,L vs Escobar,43.2%,55.8%,45.5%,49.7%,55.9%,72.9%,53.8%,66.4%,38.1%,52.6%,0.0%,30.8%,38.5%,33.3%,126
2019 San Luis Potosi CH R32,L vs Bublik,22.4%,41.8%,44.2%,28.5%,34.4%,56.3%,42.9%,47.2%,38.9%,42.9%,33.3%,15.4%,38.5%,45.5%,8
2019 San Luis Potosi CH R64,W vs King,37.3%,55.1%,60.0%,45.9%,47.9%,72.6%,65.8%,61.9%,44.8%,52.3%,100.0%,34.6%,46.2%,47.1%,102
2019 Monterrey CH R32,L vs Krueger,40.8%,53.5%,44.1%,46.8%,53.7%,68.3%,52.6%,63.9%,35.3%,54.2%,0.0%,31.8%,45.5%,33.3%,138
2019 Monterrey CH R64,W vs Escobedo,33.9%,56.5%,67.5%,45.2%,44.7%,65.8%,76.2%,63.2%,23.1%,52.0%,0.0%,17.4%,43.5%,57.9%,-16
2017 Monterrey CH SF,L vs Marterer,27.0%,41.3%,53.5%,33.7%,36.6%,51.2%,46.2%,46.8%,38.1%,55.0%,100.0%,10.5%,26.3%,64.7%,-18
Career (10 matches),,31.0%,46.2%,50.9%,39.2%,40.5%,58.7%,55.9%,53.5%,37.3%,55.2%,55.6%,20.2%,33.2%,42.7%,51
