Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2019 Gwangju CH R64,L vs Ilkel,4.0,3.6,4.4,38.9%,50.0%,58.3%,50.0%,49.1%,14.2%,-2.0,-2.0,-3.0,-3.2
2019 Busan CH R64,L vs Yang,4.4,4.8,4.0,41.1%,66.7%,42.9%,33.3%,60.2%,13.8%,8.0,6.2,2.5,3.1
2019 Puerto Vallarta CH R32,L vs Brown,3.1,3.2,3.1,50.4%,47.8%,36.4%,50.0%,40.7%,16.1%,14.0,19.4,11.5,11.4
2019 Puerto Vallarta CH R64,W vs Crepatte,4.9,4.6,5.4,68.3%,50.0%,33.3%,52.9%,51.1%,10.1%,7.0,6.5,4.0,4.1
2019 Leon CH R64,L vs Escobar,3.0,2.5,3.4,53.4%,44.7%,30.8%,0.0%,50.2%,13.7%,11.5,12.0,4.0,4.5
2019 San Luis Potosi CH R32,L vs Bublik,2.9,3.1,2.5,46.3%,33.3%,60.0%,40.0%,83.9%,46.7%,4.5,6.8,-0.5,-8.3
2019 San Luis Potosi CH R64,W vs King,3.2,2.4,4.0,53.8%,51.9%,33.3%,33.3%,49.4%,15.4%,-4.0,-4.3,-1.5,-1.4
2019 Monterrey CH R32,L vs Krueger,3.5,2.5,4.3,48.2%,51.9%,46.2%,36.4%,61.9%,11.8%,0.5,0.4,2.0,2.7
2019 Monterrey CH R64,W vs Escobedo,3.0,3.4,2.7,56.8%,50.0%,37.5%,50.0%,66.4%,13.6%,8.0,9.9,-4.5,-12.2
2017 Monterrey CH SF,L vs Marterer,3.6,4.0,3.3,45.7%,48.1%,46.7%,28.6%,67.7%,23.3%,-3.0,-2.5,-1.5,-3.3
Career (10 matches),,3.5,3.3,3.7,50.3%,49.9%,41.5%,39.4%,55.9%,15.0%,4.5,4.5,1.3,1.8
