Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2019 Gwangju CH R64,L vs Ilkel,29.7%,63.6%,24.7%,70.3%,6.0%,13.3%,0.0%,13.0%,27.8%,0.0%,-,-33,-2
2019 Busan CH R64,L vs Yang,13.1%,87.5%,14.8%,75.0%,12.9%,24.1%,11.1%,9.6%,0.0%,1.3%,33.3%,-22,-31
2019 Puerto Vallarta CH R32,L vs Brown,15.6%,60.0%,21.9%,62.8%,25.4%,31.6%,50.0%,20.0%,50.0%,0.0%,-,35,43
2019 Puerto Vallarta CH R64,W vs Crepatte,12.1%,100.0%,12.7%,78.6%,10.0%,23.8%,0.0%,5.2%,0.0%,0.0%,-,-102,-37
2019 Leon CH R64,L vs Escobar,21.5%,58.8%,14.2%,53.6%,28.8%,27.3%,28.6%,13.7%,23.1%,0.0%,-,-18,61
2019 San Luis Potosi CH R32,L vs Bublik,40.3%,56.0%,31.0%,57.1%,19.6%,19.0%,0.0%,0.0%,0.0%,1.1%,100.0%,74,84
2019 San Luis Potosi CH R64,W vs King,36.4%,76.9%,21.0%,74.5%,14.1%,36.4%,0.0%,11.1%,50.0%,0.4%,0.0%,33,123
2019 Monterrey CH R32,L vs Krueger,23.0%,57.1%,16.6%,66.7%,13.0%,16.7%,25.0%,8.0%,28.6%,0.0%,-,-6,59
2019 Monterrey CH R64,W vs Escobedo,26.4%,92.9%,19.8%,80.0%,29.3%,36.4%,0.0%,11.1%,0.0%,0.0%,-,63,107
2017 Monterrey CH SF,L vs Marterer,9.8%,83.3%,11.5%,73.3%,10.0%,20.0%,25.0%,3.6%,50.0%,0.0%,-,7,6
Career (10 matches),,23.5%,70.1%,18.8%,68.0%,15.5%,25.4%,8.4%,10.7%,24.3%,0.3%,40.0%,-2,42
