Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,7,Hard,17,10,7,58.8%,4,4,0,100.0%,2004,2010,R64,8,0.95,0.9%,2.6%,58.7%,57.5%,45.5%,52.5%,45.0%,50.0%,48.5%
Roland Garros,8,Clay,15,7,8,46.7%,2,2,0,100.0%,2003,2010,R128,4,0.81,5.8%,2.3%,76.3%,53.2%,47.9%,51.9%,39.0%,48.8%,33.3%
Wimbledon,7,Grass,12,5,7,41.7%,3,1,2,33.3%,2003,2010,R128,3,0.71,1.0%,6.6%,62.1%,58.5%,45.3%,53.5%,32.8%,59.3%,33.3%
US Open,8,Hard,18,10,8,55.6%,4,2,2,50.0%,2003,2010,R32,7,1.00,2.8%,3.6%,56.8%,61.1%,46.0%,54.6%,45.3%,52.4%,44.9%
Fed Cup,3,,4,1,3,25.0%,0,0,0,-,2004,2006,,1,0.74,0.0%,3.9%,60.8%,41.9%,35.0%,39.2%,45.1%,25.0%,37.5%
Acapulco,5,Clay,14,8,6,57.1%,2,1,1,50.0%,2002,2008,SF,5,1.15,0.5%,4.1%,61.4%,57.8%,53.7%,56.2%,50.2%,56.8%,55.4%
Indian Wells,5,Hard,11,6,5,54.5%,1,1,0,100.0%,2004,2008,R64,4,0.91,0.7%,5.5%,60.2%,55.8%,39.4%,49.3%,46.1%,53.5%,48.5%
Charleston,5,Clay,10,3,7,30.0%,2,1,1,50.0%,2005,2009,R32,6,0.94,0.9%,2.9%,64.7%,56.0%,44.0%,51.8%,45.5%,46.7%,43.5%
Berlin,5,Clay,9,4,5,44.4%,1,0,1,0.0%,2003,2008,R16,2,1.02,0.0%,2.0%,56.0%,62.5%,40.9%,53.0%,47.9%,41.7%,47.4%
Miami,5,Hard,9,4,5,44.4%,1,0,1,0.0%,2004,2008,R64,2,0.93,1.0%,5.8%,69.2%,58.3%,31.3%,50.0%,46.6%,56.3%,42.9%
Sydney,5,Hard,8,3,5,37.5%,2,0,2,0.0%,2004,2009,Q3,0,,,,,,,,,,
