Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,62,24,38,38.7%,56-79,41.5%,557-665,45.6%,6-4,60.0%,28,-,-,2.1%,3.5%,59.3%,57.9%,42.9%,51.8%,44.3%,48.0%,0.92
Clay,64,25,39,39.1%,58-86,40.3%,607-697,46.5%,5-6,45.5%,27,-,-,1.6%,3.6%,64.5%,56.5%,44.4%,52.2%,46.7%,49.4%,0.98
Grass,5,0,5,0.0%,2-10,16.7%,38-67,36.2%,1-0,100.0%,4,-,-,1.0%,5.1%,63.4%,62.2%,43.0%,55.1%,32.5%,44.2%,0.72
Carpet,1,0,1,0.0%,0-2,0.0%,6-12,33.3%,0-0,-,0,,,,,,,,,,,
Grand Slams,22,5,17,22.7%,17-37,31.5%,211-281,42.9%,3-1,75.0%,18,-,-,2.6%,3.4%,61.4%,57.0%,45.8%,52.7%,41.7%,47.1%,0.88
Premiers,37,16,21,43.2%,35-48,42.2%,340-406,45.6%,2-0,100.0%,25,-,-,1.4%,4.0%,63.7%,58.8%,40.4%,52.1%,46.1%,49.1%,0.96
Internationals,66,27,39,40.9%,60-80,42.9%,599-673,47.1%,7-9,43.8%,15,-,-,1.4%,3.5%,60.2%,56.7%,46.0%,52.5%,46.2%,49.3%,0.97
Finals,1,0,1,0.0%,0-2,0.0%,5-12,29.4%,0-0,-,0,,,,,,,,,,,
Semi-finals,2,1,1,50.0%,3-2,60.0%,21-19,52.5%,0-0,-,1,-,-,1.4%,5.4%,54.1%,47.5%,50.0%,48.6%,44.6%,46.5%,0.87
Quarter-finals,8,2,6,25.0%,4-10,28.6%,46-73,38.7%,0-0,-,2,-,-,1.0%,8.2%,60.2%,57.6%,38.5%,50.0%,49.2%,49.5%,0.98
vs Righties,120,44,76,36.7%,104-162,39.1%,1108-1319,45.7%,11-10,52.4%,53,-,-,1.7%,3.5%,62.4%,57.6%,43.8%,52.4%,44.2%,48.2%,0.93
vs Lefties,11,4,7,36.4%,10-15,40.0%,88-118,42.7%,1-0,100.0%,5,-,-,2.5%,4.8%,58.1%,57.6%,39.9%,50.1%,46.9%,48.6%,0.94
vs Top 10,6,2,4,33.3%,4-9,30.8%,48-68,41.4%,0-0,-,1,-,-,0.0%,8.0%,60.0%,56.7%,35.0%,48.0%,29.4%,38.6%,0.57
