Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
2018,410,28,,,,,,,,,,,,
2017,377,111,221,1496,200,1464,,,,,1225,15,,
2016,221,238,166,1578,154,1548,,,115,1544,929,35,,
2015,296,169,125,1627,112,1606,141,1552,92,1581,650,80,,
2014,75,682,45,1823,41,1768,80,1669,30,1738,346,180,,
2013,61,774,65,1758,54,1738,110,1607,59,1647,234,285,87,1448
2012,49,845,76,1732,72,1678,112,1600,53,1667,114,605,76,1586
2011,203,240,129,1638,118,1597,233,1425,100,1560,649,63,,
2010,138,398,108,1662,91,1640,254,1403,136,1494,723,47,,
2009,186,252,248,1475,227,1440,311,1312,208,1413,641,60,,
2008,294,124,,,,,,,,,626,67,,
2007,610,33,,,,,,,,,854,30,,
2006,616,35,,,,,,,,,1250,9,,
2005,1159,5,,,,,,,,,1337,7,,
2004,1197,3,,,,,,,,,,,,
