Date,Tournament,Surface,Rd,Rk,vRk,,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
03-Jun-2014,Nottingham CH,Grass,F,66,132,Marcos Baghdatis [CYP] d. (3) Matosevic,6-4 6-3,0.52,10.3%,1.5%,63.2%,62.8%,52.0%,6/9,1:15
07-May-2012,Athens CH,Hard,F,105,146,(4) Matosevic d. (5) Ruben Bemelmans [BEL],6-3 6-4,1.25,7.4%,0.0%,74.1%,80.0%,35.7%,1/2,1:16
27-Feb-2012,Delray Beach,Hard,F,173,36,(7) Kevin Anderson [RSA] d. (Q) Matosevic,6-4 7-6(2),0.75,2.1%,5.2%,57.3%,56.4%,48.8%,12/15,1:58
06-Feb-2012,Caloundra CH,Hard,F,200,219,(2) Matosevic d. (4) Greg Jones [AUS],6-0 6-2,1.99,0.0%,2.3%,67.4%,79.3%,57.1%,0/0,1:07
18-Oct-2010,Calabasas CH,Hard,F,157,117,(6) Matosevic d. (2) Ryan Sweeting [USA],2-6 6-4 6-3,1.00,4.4%,4.4%,56.1%,60.9%,50.0%,9/14,1:56
12-Jul-2010,Aptos CH,Hard,F,210,113,Matosevic d. (3) Donald Young [USA],6-4 6-2,1.35,5.2%,1.7%,72.4%,61.9%,62.5%,7/9,1:22
31-May-2010,Ojai CH,Hard,F,269,375,(WC) Bobby Reynolds [USA] d. Matosevic,3-6 7-5 7-5,0.91,9.6%,1.0%,56.7%,66.1%,57.8%,10/14,2:21
23-Feb-2009,Melbourne CH,Hard,F,286,536,(WC) Bernard Tomic [AUS] d. (6) Matosevic,5-7 6-4 6-3,,,,,,,,
16-Feb-2009,Australia F2,Grass,F,283,243,(2) Matosevic d. (1) Colin Ebelthite [AUS],6-3 6-4,,,,,,,,
15-Sep-2008,Australia F6,Hard,F,414,234,(1) Colin Ebelthite [AUS] d. (6) Matosevic,6-4 7-6(3),,,,,,,,
