Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,112,48,64,42.9%,119-154,43.6%,1283-1391,48.0%,24-21,53.3%,109,74.3%,21.1%,5.8%,4.0%,58.9%,68.4%,49.0%,60.4%,37.2%,48.9%,0.94
Clay,27,8,19,29.6%,22-43,33.8%,283-344,45.1%,4-8,33.3%,26,66.6%,23.5%,4.3%,2.7%,61.4%,64.1%,45.9%,57.1%,37.6%,47.5%,0.87
Grass,20,8,12,40.0%,21-31,40.4%,234-279,45.6%,5-4,55.6%,19,73.4%,17.5%,7.0%,3.0%,61.7%,69.5%,46.5%,60.7%,34.9%,48.2%,0.89
Grand Slams,21,3,18,14.3%,21-55,27.6%,325-434,42.8%,4-8,33.3%,21,67.9%,17.9%,4.9%,3.6%,59.9%,64.0%,47.0%,57.2%,35.1%,46.6%,0.82
Masters,30,12,18,40.0%,30-38,44.1%,324-350,48.1%,7-7,50.0%,30,72.2%,23.9%,4.9%,3.6%,57.8%,67.2%,50.1%,59.9%,38.0%,49.1%,0.95
Other Tours,104,47,57,45.2%,104-128,44.8%,1081-1166,48.1%,21-17,55.3%,103,74.8%,21.2%,6.2%,3.7%,60.2%,69.3%,48.1%,60.9%,37.2%,49.1%,0.95
Best of 5,23,3,20,13.0%,24-61,28.2%,368-481,43.3%,4-9,30.8%,21,67.9%,17.9%,4.9%,3.6%,59.9%,64.0%,47.0%,57.2%,35.1%,46.6%,0.82
Best of 3,136,61,75,44.9%,138-167,45.2%,1432-1533,48.3%,29-24,54.7%,133,74.2%,21.8%,5.9%,3.7%,59.6%,68.8%,48.5%,60.6%,37.4%,49.1%,0.95
Finals,1,0,1,0.0%,0-2,0.0%,10-13,43.5%,0-1,0.0%,1,72.7%,18.2%,2.1%,5.2%,57.3%,56.4%,48.8%,53.1%,35.3%,45.7%,0.75
Semi-finals,3,1,2,33.3%,2-4,33.3%,28-36,43.8%,1-0,100.0%,3,68.8%,16.1%,5.8%,6.3%,57.6%,65.9%,42.1%,55.8%,33.9%,45.9%,0.77
Quarter-finals,14,3,11,21.4%,8-24,25.0%,127-173,42.3%,1-5,16.7%,14,71.4%,14.3%,6.2%,4.1%,59.7%,69.7%,45.6%,60.0%,33.7%,47.1%,0.84
vs Righties,135,55,80,40.7%,141-192,42.3%,1559-1721,47.5%,31-30,50.8%,131,73.6%,20.9%,5.8%,3.8%,59.8%,68.2%,48.4%,60.2%,36.8%,48.7%,0.93
vs Lefties,24,9,15,37.5%,21-36,36.8%,241-293,45.1%,2-3,40.0%,23,68.8%,21.3%,5.1%,3.2%,59.4%,65.6%,47.3%,58.2%,37.5%,48.0%,0.90
vs Top 10,16,0,16,0.0%,2-36,5.3%,117-233,33.4%,1-3,25.0%,16,57.6%,9.8%,3.3%,4.5%,58.7%,62.4%,39.9%,53.1%,29.3%,42.0%,0.63
