Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2023,18,10,8,55.6%,20-17,54.1%,175-154,53.2%,1-1,50.0%,1,37.5%,22.2%,0.0%,3.6%,62.5%,45.7%,42.9%,44.6%,38.9%,41.8%,0.70,W (W25 Roehampton)
2022,22,18,4,81.8%,38-14,73.1%,283-202,58.4%,5-1,83.3%,1,55.6%,20.0%,5.3%,1.8%,63.2%,55.6%,52.4%,54.4%,38.5%,45.9%,0.84,W (3x)
2021,3,0,3,0.0%,2-6,25.0%,29-47,38.2%,1-1,50.0%,2,60.7%,23.3%,4.7%,4.1%,59.1%,64.0%,41.8%,54.9%,39.5%,47.1%,0.88,R32 (3x)
2020,13,9,4,69.2%,20-9,69.0%,157-128,55.1%,2-2,50.0%,2,70.6%,26.3%,2.6%,6.9%,54.3%,61.9%,49.1%,56.0%,38.3%,47.5%,0.87,W (W25 Launceston)
2019,33,20,13,60.6%,44-28,61.1%,352-292,54.7%,0-5,0.0%,2,63.2%,22.2%,3.9%,7.8%,52.9%,63.0%,54.2%,58.8%,39.8%,48.3%,0.97,W (2x)
2018,32,19,13,59.4%,46-33,58.2%,387-339,53.3%,3-3,50.0%,1,57.1%,33.3%,4.8%,2.9%,60.6%,57.1%,46.3%,52.9%,41.6%,47.3%,0.88,W (2x)
2017,26,16,10,61.5%,37-23,61.7%,315-258,55.0%,3-8,27.3%,1,64.7%,41.2%,7.3%,3.7%,63.3%,65.2%,42.5%,56.9%,43.0%,49.6%,1.00,W (Burnie $60K)
2016,41,23,18,56.1%,56-44,56.0%,492-430,53.4%,3-7,30.0%,2,61.9%,42.9%,4.3%,5.5%,60.1%,61.2%,41.5%,53.4%,47.3%,50.7%,1.02,F (Bendigo $50K)
2015,29,17,12,58.6%,42-28,60.0%,350-289,54.8%,2-4,33.3%,0,,,,,,,,,,,,W (Canberra $50K)
2014,21,8,13,38.1%,20-29,40.8%,220-245,47.3%,1-2,33.3%,0,,,,,,,,,,,,SF (Vancouver BC 100K)
2013,26,14,12,53.8%,33-31,51.6%,300-302,49.8%,1-3,25.0%,0,,,,,,,,,,,,W (Raleigh NC 25K)
2012,12,5,7,41.7%,12-16,42.9%,141-147,49.0%,4-3,57.1%,0,,,,,,,,,,,,QF (2x)
2011,16,7,9,43.8%,20-23,46.5%,195-201,49.2%,0-1,0.0%,0,,,,,,,,,,,,QF (2x)
2010,17,6,11,35.3%,13-23,36.1%,164-186,46.9%,2-2,50.0%,0,,,,,,,,,,,,QF (2x)
2009,12,6,6,50.0%,13-14,48.1%,123-125,49.6%,1-1,50.0%,0,,,,,,,,,,,,QF (2x)
2008,10,6,4,60.0%,13-10,56.5%,109-99,52.4%,0-1,0.0%,0,,,,,,,,,,,,F (Las Vegas NV 50K)
2007,13,8,5,61.5%,18-12,60.0%,148-125,54.2%,1-2,33.3%,0,,,,,,,,,,,,W (Houston TX 10K)
Career,344,192,152,55.8%,447-360,55.4%,3940-3569,52.5%,30-47,39.0%,12,60.9%,29.5%,4.3%,4.8%,59.1%,60.7%,45.7%,54.6%,41.1%,47.8%,0.90,
