Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2023,1,0,1,0.0%,0-2,0.0%,4-12,25.0%,0-0,-,1,50.0%,0.0%,2.0%,6.1%,55.1%,70.4%,36.4%,55.1%,21.4%,39.6%,0.48,R64 (Guadalajara)
2022,5,1,4,20.0%,4-8,33.3%,49-68,41.9%,1-0,100.0%,5,56.9%,25.9%,4.3%,7.3%,54.3%,67.4%,38.7%,54.3%,39.6%,47.2%,0.87,R32 (3x)
2021,4,1,3,25.0%,3-7,30.0%,43-51,45.7%,0-1,0.0%,4,68.9%,25.0%,4.7%,5.8%,55.9%,61.8%,49.2%,56.3%,36.6%,46.7%,0.84,R16 (Prague)
2020,1,0,1,0.0%,0-2,0.0%,3-12,20.0%,0-0,-,1,-,-,1.9%,5.7%,45.3%,58.3%,37.9%,47.2%,22.7%,36.1%,0.43,R128 (US Open)
2018,1,0,1,0.0%,0-2,0.0%,6-12,33.3%,0-0,-,1,44.4%,22.2%,3.2%,3.2%,50.8%,59.4%,38.7%,49.2%,35.3%,43.0%,0.69,R128 (US Open)
2017,5,1,4,20.0%,3-8,27.3%,48-60,44.4%,1-0,100.0%,5,66.7%,20.8%,9.4%,5.5%,62.3%,67.3%,43.8%,58.4%,38.5%,48.4%,0.93,R16 (Brisbane)
2016,1,0,1,0.0%,1-2,33.3%,14-17,45.2%,0-0,-,1,60.0%,31.3%,2.2%,5.6%,62.9%,60.7%,48.5%,56.2%,44.2%,49.7%,1.01,R32 (Stanford)
2014,2,1,1,50.0%,3-3,50.0%,38-35,52.1%,2-3,40.0%,2,-,-,7.4%,2.8%,62.5%,72.6%,48.1%,63.4%,40.3%,51.0%,1.10,R16 (Quebec City)
2008,1,0,1,0.0%,0-2,0.0%,6-12,33.3%,0-0,-,0,,,,,,,,,,,,R128 (US Open)
2007,1,0,1,0.0%,0-2,0.0%,6-13,31.6%,0-1,0.0%,0,,,,,,,,,,,,R64 (San Diego)
Career,22,4,18,18.2%,14-38,26.9%,217-292,42.6%,4-5,44.4%,20,61.9%,23.4%,5.7%,5.6%,57.7%,66.3%,43.5%,56.6%,38.1%,47.4%,0.88,
