Date,Tournament,Surface,Rd,Rk,vRk,,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
30-Mar-2026,Bucharest,Clay,R32,114,62,Maestrelli vs (8) Botic Van De Zandschulp [NED],,,,,,,,,
18-Mar-2026,Miami Masters,Hard,Q1,112,256,(Alt) Murphy Cassone [USA] d. (17) Maestrelli,7-6(1) 6-4,0.75,6.2%,9.9%,55.6%,66.7%,38.9%,4/7,1:43
10-Mar-2026,Cap Cana CH,Hard,R32,114,94,Mattia Bellucci [ITA] d. Maestrelli,6-1 6-1,0.44,2.2%,17.8%,57.8%,61.5%,21.1%,4/9,1:03
04-Mar-2026,Indian Wells Masters,Hard,R128,114,117,(Q) Rinky Hijikata [AUS] d. (Q) Maestrelli,7-6(5) 6-4,0.93,9.9%,2.8%,73.2%,76.9%,36.8%,6/8,1:47
04-Mar-2026,Indian Wells Masters,Hard,Q2,114,74,(13) Maestrelli d. (3) Thiago Agustin Tirante [ARG],7-6(5) 6-4,0.92,9.9%,1.4%,70.4%,72.0%,71.4%,3/4,1:36
04-Mar-2026,Indian Wells Masters,Hard,Q1,114,154,(13) Maestrelli d. Nicolas Jarry [CHI],6-4 4-6 7-6(7),1.06,9.2%,4.1%,67.3%,83.3%,53.1%,7/8,2:37
09-Feb-2026,Tenerife 2 CH,Hard,R16,108,251,(SE) Tom Gentzsch [GER] d. (1) Maestrelli,6-4 6-4,0.77,3.3%,5.0%,63.3%,73.7%,31.8%,4/7,1:41
09-Feb-2026,Tenerife 2 CH,Hard,R32,108,527,(1) Maestrelli d. (Q) Sergio Callejon Hernando [ESP],4-6 6-2 6-4,1.11,6.5%,5.4%,57.0%,73.6%,60.0%,5/6,2:33
02-Feb-2026,Tenerife 1 CH,Hard,F,117,183,(2) Daniel Merida Aguilar [ESP] d. (1) Maestrelli,6-2 6-4,0.62,1.9%,3.8%,55.8%,75.9%,30.4%,2/5,1:17
02-Feb-2026,Tenerife 1 CH,Hard,SF,117,265,(1) Maestrelli d. (WC) Pol Martin Tiffon [ESP],6-4 6-3,1.35,10.5%,1.8%,64.9%,81.1%,50.0%,4/4,1:32
02-Feb-2026,Tenerife 1 CH,Hard,QF,117,205,(1) Maestrelli d. (5) George Loffhagen [GBR],6-4 6-4,1.28,4.8%,3.2%,76.2%,68.8%,60.0%,5/6,1:39
02-Feb-2026,Tenerife 1 CH,Hard,R16,117,306,(1) Maestrelli d. Abedallah Shelbayh [JOR],6-3 6-1,1.70,2.0%,0.0%,62.0%,80.6%,57.9%,1/1,1:14
02-Feb-2026,Tenerife 1 CH,Hard,R32,117,319,(1) Maestrelli d. Mathys Erhard [FRA],6-3 7-6(4),1.25,0.0%,3.2%,69.4%,86.0%,47.4%,1/2,1:40
19-Jan-2026,Australian Open,Hard,R64,141,4,(4) Novak Djokovic [SRB] d. (Q) Maestrelli,6-3 6-2 6-2,0.60,10.8%,4.3%,59.1%,54.5%,39.5%,10/16,2:15
19-Jan-2026,Australian Open,Hard,R128,141,64,(Q) Maestrelli d. Terence Atmane [FRA],6-4 3-6 6-7(4) 6-1 6-1,1.24,20.9%,6.0%,59.7%,81.3%,57.4%,2/3,3:23
19-Jan-2026,Australian Open,Hard,Q3,141,125,(24) Maestrelli d. (13) Dusan Lajovic [SRB],4-6 6-4 6-3,1.14,9.0%,2.0%,62.0%,75.8%,52.6%,8/9,2:17
19-Jan-2026,Australian Open,Hard,Q2,141,217,(24) Maestrelli d. Thiago Seyboth Wild [BRA],7-6(2) 6-4,1.16,7.5%,3.0%,61.2%,82.9%,57.7%,3/4,1:36
19-Jan-2026,Australian Open,Hard,Q1,141,211,(24) Maestrelli d. Lorenzo Giustino [ITA],7-6(4) 6-1,2.12,18.9%,0.0%,71.7%,81.6%,80.0%,0/1,1:20
05-Jan-2026,Hong Kong,Hard,Q1,137,248,(WC) Yi Zhou [CHN] d. (8) Maestrelli,6-0 6-3,0.57,7.0%,2.3%,51.2%,54.5%,42.9%,3/7,1:08
17-Nov-2025,Bergamo CH,Hard,F,157,282,(8) Maestrelli d. Marko Topo [GER],6-3 3-6 6-1,0.99,2.5%,1.3%,70.9%,71.4%,60.9%,2/3,1:45
17-Nov-2025,Bergamo CH,Hard,SF,157,195,(8) Maestrelli d. Justin Engel [GER],6-4 6-2,1.91,12.5%,4.2%,77.1%,78.4%,72.7%,0/0,1:13
17-Nov-2025,Bergamo CH,Hard,QF,157,490,(8) Maestrelli d. (PR) Stefano Napolitano [ITA],6-3 7-6(7),1.76,26.2%,3.1%,72.3%,85.1%,66.7%,1/1,1:33
17-Nov-2025,Bergamo CH,Hard,R16,157,550,(8) Maestrelli d. (Q) Buvaysar Gadamauri [BEL],6-3 6-3,1.38,5.8%,10.1%,56.5%,74.4%,43.3%,9/11,1:27
17-Nov-2025,Bergamo CH,Hard,R32,157,547,(8) Maestrelli d. (PR) Emil Ruusuvuori [FIN],6-4 3-6 7-6(3),0.93,10.9%,5.5%,60.9%,71.6%,51.2%,8/10,2:17
