Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,3,Hard,7,4,3,57.1%,5,2,3,40.0%,2023,2026,R64,7,1.03,11.9%,4.0%,58.8%,75.7%,50.6%,65.4%,35.5%,64.6%,35.1%
Roland Garros,2,Clay,4,2,2,50.0%,2,1,1,50.0%,2023,2024,Q3,4,1.04,8.9%,3.5%,62.0%,65.6%,50.0%,59.7%,41.9%,51.9%,60.0%
Wimbledon,3,Grass,3,0,3,0.0%,1,1,0,100.0%,2023,2025,Q1,3,0.71,8.4%,4.9%,59.1%,65.4%,35.9%,53.3%,33.2%,38.1%,31.3%
US Open,2,Hard,4,2,2,50.0%,3,1,2,33.3%,2022,2025,Q3,4,1.01,8.8%,6.9%,56.3%,73.5%,50.6%,63.5%,36.8%,71.9%,52.0%
Rome Masters,2,Clay,3,1,2,33.3%,0,0,0,-,2023,2024,Q2,3,0.75,7.9%,6.0%,56.8%,67.5%,28.7%,50.8%,36.9%,52.8%,45.0%
