Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),114,577,157,1630,143,1597,157,1561,186,1460,,,,
2025,139,439,167,1615,142,1589,161,1553,191,1453,,,,
2024,242,237,311,1435,264,1444,329,1359,241,1372,451,116,,
2023,223,285,360,1359,356,1309,286,1386,242,1350,,,,
2022,200,279,212,1531,280,1405,160,1558,,,,,,
2021,759,28,,,,,,,,,,,,
2020,1578,2,,,,,,,,,1187,16,,
2019,,,,,,,,,,,1221,14,,
