Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,11,Hard,15,4,11,26.7%,11,7,4,63.6%,2004,2014,R64,15,0.86,4.7%,1.9%,70.4%,62.9%,49.3%,58.9%,35.5%,63.6%,30.8%
Roland Garros,12,Clay,32,20,12,62.5%,11,8,3,72.7%,2003,2015,QF,29,1.02,5.0%,2.1%,68.9%,67.0%,49.1%,61.5%,39.1%,62.1%,41.8%
Wimbledon,10,Grass,22,11,11,50.0%,18,9,9,50.0%,2003,2015,R32,18,0.91,9.1%,2.4%,70.3%,70.4%,50.1%,64.4%,32.5%,63.3%,39.7%
US Open,8,Hard,10,2,8,20.0%,7,2,5,28.6%,2003,2013,R64,10,0.89,6.3%,4.0%,63.8%,69.3%,51.8%,62.9%,33.0%,58.1%,46.4%
Olympics,2,,3,1,2,33.3%,2,0,2,0.0%,2004,2008,R32,2,0.99,4.3%,0.6%,66.9%,71.6%,50.0%,64.4%,35.2%,57.1%,45.5%
Davis Cup,12,,30,14,16,46.7%,29,13,16,44.8%,2002,2014,,0,,,,,,,,,,
Bucharest,11,Clay,26,15,11,57.7%,10,7,3,70.0%,2002,2014,F,26,1.05,3.5%,1.3%,71.7%,67.4%,55.5%,64.0%,37.8%,60.0%,41.2%
Miami Masters,10,Hard,12,2,10,16.7%,2,0,2,0.0%,2004,2015,R64,12,0.80,7.0%,3.0%,63.1%,65.2%,47.4%,58.6%,33.0%,61.2%,42.0%
Indian Wells Masters,9,Hard,17,8,9,47.1%,7,4,3,57.1%,2004,2015,R64,17,0.92,7.2%,2.3%,69.3%,70.2%,51.6%,64.5%,32.7%,62.3%,36.2%
Casablanca,8,Clay,19,11,8,57.9%,10,5,5,50.0%,2005,2014,F,19,1.05,4.5%,3.3%,68.4%,69.6%,49.3%,63.2%,38.6%,65.7%,39.8%
Gstaad,8,Clay,18,11,7,61.1%,11,8,3,72.7%,2004,2015,W,16,1.08,7.7%,1.9%,68.8%,75.4%,56.7%,69.6%,32.9%,63.6%,34.6%
Estoril,7,Clay,17,10,7,58.8%,6,4,2,66.7%,2003,2015,SF,17,1.03,2.1%,1.8%,69.8%,66.2%,49.2%,61.1%,40.1%,58.7%,44.8%
