Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2016 USA F7 F,L vs Saez,29% (4/14),75% (3/4),0/2,33% (5/15),40% (2/5),3/3,1/2,1/2,0/1,1/1
2016 USA F7 SF,W vs Mena,86% (6/7),100% (6/6),2/2,25% (2/8),0% (0/2),4/6,2/2,0/0,1/1,0/0
2015 Sibiu CH R32,L vs Riba,20% (3/15),67% (2/3),1/3,21% (3/14),0% (0/3),2/2,1/1,2/2,0/0,1/1
2015 Banja Luka CH F,L vs Lajovic,25% (3/12),33% (1/3),0/1,8% (1/12),0% (0/1),1/1,0/1,1/1,0/0,1/1
2015 Banja Luka CH SF,W vs Zekic,18% (3/17),100% (3/3),0/1,12% (2/17),50% (1/2),2/2,1/1,1/1,1/1,0/0
2015 Banja Luka CH QF,W vs Cipolla,71% (5/7),80% (4/5),0/0,25% (2/8),100% (2/2),4/4,2/2,0/0,1/1,0/0
2015 Banja Luka CH R16,W vs Bourgue,44% (4/9),75% (3/4),0/1,10% (1/10),0% (0/1),3/3,1/1,2/2,0/0,0/0
2015 Banja Luka CH R32,W vs Cachin,50% (4/8),75% (3/4),0/0,0% (0/9),- (0/0),3/3,2/2,0/0,1/1,0/0
2015 Alphen CH QF,L vs Sijsling,27% (3/11),67% (2/3),0/3,55% (6/11),50% (3/6),1/2,0/0,1/1,0/0,0/0
2015 Alphen CH R16,W vs Hemery,31% (5/16),60% (3/5),0/1,18% (3/17),67% (2/3),2/3,2/2,3/3,1/1,1/1
2015 Alphen CH R32,W vs Van Den Honert,38% (3/8),100% (3/3),0/0,0% (0/9),- (0/0),3/3,2/2,0/0,1/1,0/0
2015 Manerbio CH R32,L vs De Schepper,38% (5/13),60% (3/5),1/4,46% (6/13),17% (1/6),1/2,0/1,1/2,0/0,0/1
2015 Meerbusch CH QF,L vs Arguello,33% (3/9),100% (3/3),0/4,60% (6/10),0% (0/6),1/3,0/0,1/3,0/0,1/2
2015 Meerbusch CH R16,W vs Doumbia,64% (9/14),56% (5/9),1/1,21% (3/14),67% (2/3),5/5,2/2,0/0,1/1,0/0
2015 Meerbusch CH R32,W vs Setkic,40% (4/10),75% (3/4),1/2,27% (3/11),33% (1/3),2/3,1/2,1/1,1/1,0/0
2015 Scheveningen CH R32,L vs Kovalik,27% (4/15),50% (2/4),1/4,57% (8/14),38% (3/8),1/2,0/0,2/3,0/0,1/2
2015 Todi CH R32,L vs Arnaboldi,36% (4/11),75% (3/4),1/3,42% (5/12),0% (0/5),2/3,1/1,0/2,0/0,0/1
2015 Caltanissetta CH R32,L vs Elias,29% (4/14),50% (2/4),0/2,29% (4/14),25% (1/4),2/2,1/1,0/1,0/0,0/0
2014 Alphen aan den Rijn CH R16,W vs Middelkoop,50% (5/10),20% (1/5),0/0,9% (1/11),100% (1/1),1/1,1/1,2/2,0/0,0/0
2014 Alphen aan den Rijn CH R32,W vs De Greef,56% (5/9),100% (5/5),2/3,40% (4/10),25% (1/4),3/5,2/2,0/0,1/1,0/0
2016 (2 matches),,47.6%,90.0%,50.0%,30.4%,28.6%,77.8%,75.0%,50.0%,50.0%,100.0%
2015 (16 matches),,34.9%,68.2%,20.0%,27.2%,30.2%,81.4%,84.2%,68.2%,100.0%,55.6%
2014 (34 matches),,31.9%,61.8%,22.1%,38.7%,35.9%,83.8%,84.0%,74.5%,72.7%,47.1%
2013 (38 matches),,29.6%,53.4%,13.2%,34.0%,31.1%,79.7%,82.6%,75.5%,100.0%,78.6%
2012 (42 matches),,41.6%,70.4%,29.6%,31.5%,37.6%,75.5%,89.7%,76.7%,86.7%,78.6%
Career (141 matches),,34.4%,63.6%,21.3%,33.6%,32.9%,79.9%,85.6%,74.3%,83.7%,63.9%
