Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2014 Bastad R16,L vs Ferrer,2.4%,100.0%,8.1%,57.1%,9.6%,15.8%,0.0%,0.0%,0.0%,2.8%,25.0%,-22,-50
2005 Roland Garros QF,L vs Federer,1.8%,100.0%,12.9%,61.5%,7.1%,8.0%,40.0%,9.0%,27.3%,2.8%,11.1%,-113,-101
Career (2 matches),,2.0%,100.0%,11.5%,60.6%,7.8%,10.1%,33.3%,6.3%,20.0%,2.8%,15.4%,-85,-85
