Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,157,53,104,33.8%,160-250,39.0%,1926-2175,47.0%,34-55,38.2%,147,78.5%,16.5%,6.9%,2.1%,68.6%,69.1%,51.1%,63.4%,33.9%,48.9%,0.93
Clay,240,130,110,54.2%,318-272,53.9%,2937-2815,51.1%,61-47,56.5%,226,78.8%,22.4%,4.8%,1.9%,69.1%,68.7%,50.6%,63.1%,37.7%,50.5%,1.02
Grass,32,13,19,40.6%,43-57,43.0%,503-529,48.7%,11-16,40.7%,32,82.8%,14.5%,9.3%,2.3%,70.4%,71.1%,51.2%,65.2%,32.1%,48.9%,0.92
Carpet,16,5,11,31.3%,15-26,36.6%,201-230,46.6%,3-9,25.0%,7,82.5%,7.6%,9.4%,2.9%,66.0%,75.9%,43.5%,64.9%,28.5%,47.1%,0.81
Grand Slams,70,31,39,44.3%,116-133,46.6%,1167-1260,48.1%,24-21,53.3%,70,75.7%,20.1%,6.2%,2.4%,68.8%,67.3%,49.9%,61.8%,36.0%,49.2%,0.94
Masters,74,25,49,33.8%,67-108,38.3%,780-910,46.2%,10-19,34.5%,74,75.8%,16.5%,6.6%,2.1%,68.7%,67.5%,48.9%,61.7%,34.0%,48.1%,0.89
Other Tours,271,131,140,48.3%,305-311,49.5%,3110-3058,50.4%,62-71,46.6%,268,81.5%,19.6%,5.9%,1.9%,69.2%,70.4%,51.6%,64.6%,35.9%,50.3%,1.02
Best of 5,95,41,54,43.2%,156-183,46.0%,1610-1731,48.2%,36-34,51.4%,70,75.7%,20.1%,6.2%,2.4%,68.8%,67.3%,49.9%,61.8%,36.0%,49.2%,0.94
Best of 3,350,160,190,45.7%,380-422,47.4%,3957-4018,49.6%,73-93,44.0%,342,80.3%,18.9%,6.0%,2.0%,69.1%,69.8%,51.0%,64.0%,35.5%,49.8%,0.99
Finals,5,1,4,20.0%,5-8,38.5%,54-66,45.0%,1-0,100.0%,5,71.2%,18.3%,2.8%,1.9%,69.7%,66.4%,48.2%,60.9%,35.7%,48.1%,0.91
Semi-finals,14,5,9,35.7%,14-20,41.2%,155-174,47.1%,2-5,28.6%,14,73.5%,21.3%,4.6%,2.5%,68.2%,66.7%,50.0%,61.4%,37.5%,49.3%,0.97
Quarter-finals,33,14,19,42.4%,32-42,43.2%,363-392,48.1%,6-10,37.5%,33,79.9%,16.3%,5.1%,1.8%,71.1%,68.7%,50.6%,63.4%,34.3%,49.2%,0.94
vs Righties,386,171,215,44.3%,457-531,46.3%,4785-5019,48.8%,97-108,47.3%,357,78.9%,18.7%,5.8%,2.1%,68.9%,69.0%,50.8%,63.3%,35.5%,49.6%,0.97
vs Lefties,55,27,28,49.1%,72-72,50.0%,729-695,51.2%,11-18,37.9%,52,80.1%,22.5%,7.3%,2.0%,69.6%,70.3%,50.0%,64.1%,36.8%,50.4%,1.02
vs Top 10,42,5,37,11.9%,19-88,17.8%,387-622,38.4%,6-11,35.3%,40,65.7%,11.6%,4.8%,2.2%,69.5%,62.2%,45.1%,57.0%,30.2%,44.2%,0.70
