Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2016 USA F7 F,L vs Saez,86% (12/14),60% (3/5),1/2,0/1,57% (4/7),1/3,0/1,50% (3/6),33% (2/6)
2016 USA F7 SF,W vs Mena,50% (6/12),100% (6/6),2/4,1/3,33% (1/3),0/0,0/0,- (0/0),- (0/0)
2015 Sibiu CH R32,L vs Riba,73% (11/15),50% (2/4),1/1,0/0,50% (3/6),0/2,0/1,- (0/0),- (0/0)
2015 Banja Luka CH F,L vs Lajovic,65% (11/17),11% (1/9),0/3,0/0,0% (0/1),1/3,0/1,67% (8/12),17% (2/12)
2015 Banja Luka CH SF,W vs Zekic,70% (16/23),50% (3/6),2/2,1/1,50% (1/2),5/6,0/0,57% (4/7),29% (2/7)
2015 Banja Luka CH QF,W vs Cipolla,73% (8/11),57% (4/7),2/5,1/3,100% (2/2),0/0,0/0,- (0/0),- (0/0)
2015 Banja Luka CH R16,W vs Bourgue,64% (9/14),75% (3/4),2/2,1/1,67% (2/3),0/0,0/0,80% (4/5),60% (3/5)
2015 Banja Luka CH R32,W vs Cachin,64% (9/14),75% (3/4),2/4,1/3,- (0/0),0/0,0/0,- (0/0),- (0/0)
2015 Alphen CH QF,L vs Sijsling,67% (8/12),33% (2/6),0/0,0/0,80% (12/15),6/8,1/2,57% (4/7),29% (2/7)
2015 Alphen CH R16,W vs Hemery,57% (16/28),38% (3/8),2/2,1/1,75% (3/4),0/1,0/0,20% (1/5),40% (2/5)
2015 Alphen CH R32,W vs Van Den Honert,90% (9/10),60% (3/5),2/3,1/2,- (0/0),0/0,0/0,- (0/0),- (0/0)
2015 Manerbio CH R32,L vs De Schepper,73% (8/11),33% (3/9),1/3,0/0,50% (5/10),0/2,0/1,- (0/0),- (0/0)
2015 Meerbusch CH QF,L vs Arguello,33% (4/12),100% (3/3),0/0,0/0,57% (8/14),5/7,2/3,- (0/0),- (0/0)
2015 Meerbusch CH R16,W vs Doumbia,93% (13/14),42% (5/12),2/7,1/2,80% (4/5),0/1,0/0,40% (2/5),20% (1/5)
2015 Meerbusch CH R32,W vs Setkic,47% (9/19),38% (3/8),2/6,1/2,50% (2/4),0/0,0/0,75% (3/4),80% (4/5)
2015 Scheveningen CH R32,L vs Kovalik,100% (9/9),22% (2/9),1/1,0/0,62% (8/13),5/7,5/6,80% (4/5),75% (3/4)
2015 Todi CH R32,L vs Arnaboldi,70% (7/10),75% (3/4),1/1,0/0,38% (3/8),1/3,0/1,- (0/0),- (0/0)
2015 Caltanissetta CH R32,L vs Elias,65% (11/17),40% (2/5),1/1,0/0,50% (3/6),1/3,0/1,- (0/0),- (0/0)
2014 Alphen aan den Rijn CH R16,W vs Middelkoop,69% (11/16),11% (1/9),2/6,1/3,100% (2/2),3/3,0/0,63% (5/8),50% (4/8)
2014 Alphen aan den Rijn CH R32,W vs De Greef,64% (7/11),63% (5/8),2/2,1/1,63% (5/8),0/0,0/0,- (0/0),- (0/0)
2016 (2 matches),,69.2%,81.8%,50.0%,25.0%,50.0%,33.3%,0.0%,50.0%,33.3%
2015 (16 matches),,66.9%,43.7%,51.2%,53.3%,60.2%,55.8%,50.0%,60.0%,38.0%
2014 (34 matches),,60.0%,35.7%,54.2%,60.9%,62.1%,52.4%,57.4%,64.8%,38.6%
2013 (38 matches),,58.2%,30.1%,46.6%,56.5%,57.2%,38.5%,30.6%,55.2%,30.0%
2012 (42 matches),,66.1%,41.5%,56.4%,54.9%,63.0%,41.8%,33.3%,76.4%,35.1%
Career (141 matches),,62.8%,37.9%,53.2%,53.7%,59.9%,47.2%,46.1%,60.9%,35.0%
