Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,112,42,70,37.5%,126-173,42.1%,1338-1533,46.6%,26-19,57.8%,106,70.4%,21.9%,3.5%,5.2%,59.4%,67.7%,46.4%,59.0%,37.8%,48.3%,0.92
Clay,299,167,132,55.9%,390-345,53.1%,3575-3355,51.6%,42-45,48.3%,275,72.1%,31.2%,2.9%,4.1%,62.9%,66.0%,49.1%,59.8%,41.8%,50.6%,1.04
Grass,10,1,9,10.0%,6-25,19.4%,127-181,41.2%,2-5,28.6%,10,70.0%,13.2%,3.7%,5.2%,62.5%,66.2%,44.1%,57.9%,32.5%,45.5%,0.77
Carpet,30,10,20,33.3%,24-43,35.8%,267-340,44.0%,3-2,60.0%,28,71.2%,14.5%,4.6%,4.0%,59.7%,66.8%,48.7%,59.5%,33.4%,46.6%,0.82
Grand Slams,50,20,30,40.0%,80-103,43.7%,833-908,47.8%,14-11,56.0%,50,71.0%,24.5%,3.0%,4.8%,60.4%,66.5%,45.6%,58.3%,38.6%,48.3%,0.92
Masters,70,32,38,45.7%,73-91,44.5%,753-796,48.6%,7-10,41.2%,69,69.9%,28.0%,2.9%,3.8%,61.8%,65.2%,48.9%,59.0%,40.3%,49.5%,0.98
Other Tours,307,154,153,50.2%,349-353,49.7%,3310-3327,49.9%,46-43,51.7%,300,72.1%,27.7%,3.3%,4.5%,62.1%,66.8%,48.6%,59.9%,40.2%,50.0%,1.00
Best of 5,72,32,40,44.4%,121-143,45.8%,1225-1282,48.9%,20-19,51.3%,52,70.9%,24.3%,3.0%,4.8%,60.8%,66.3%,45.7%,58.2%,38.4%,48.3%,0.92
Best of 3,379,188,191,49.6%,425-443,49.0%,4082-4127,49.7%,53-52,50.5%,367,71.7%,27.8%,3.2%,4.4%,62.0%,66.6%,48.7%,59.8%,40.3%,49.9%,1.00
Finals,9,3,6,33.3%,8-15,34.8%,99-120,45.2%,0-3,0.0%,9,68.9%,23.6%,3.5%,4.9%,65.7%,63.6%,49.2%,58.6%,39.0%,48.6%,0.94
Semi-finals,21,9,12,42.9%,22-27,44.9%,230-240,48.9%,3-4,42.9%,21,71.9%,26.8%,1.7%,3.4%,65.1%,64.4%,49.7%,59.3%,40.4%,49.8%,0.99
Quarter-finals,44,21,23,47.7%,46-52,46.9%,458-486,48.5%,7-7,50.0%,43,70.3%,26.8%,2.3%,3.6%,65.2%,64.9%,47.9%,59.0%,39.7%,49.4%,0.97
vs Righties,370,176,194,47.6%,447-493,47.6%,4389-4522,49.3%,65-60,52.0%,342,71.7%,26.6%,3.2%,4.5%,61.4%,66.6%,48.2%,59.5%,39.7%,49.5%,0.98
vs Lefties,81,44,37,54.3%,99-93,51.6%,918-887,50.9%,8-11,42.1%,77,71.0%,29.8%,2.8%,4.1%,63.5%,66.1%,47.3%,59.2%,41.2%,50.1%,1.01
vs Top 10,46,13,33,28.3%,31-77,28.7%,443-575,43.5%,4-6,40.0%,38,66.1%,21.3%,2.9%,4.3%,60.8%,64.2%,47.2%,57.6%,37.0%,47.0%,0.87
