Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2014 Australian Open R64,L vs Gasquet,98.6,,,,,128,,,,,,,75
2013 Roland Garros R32,L vs Gasquet,100.5,,,,,126,,,,,,,72
2013 Roland Garros R64,W vs Istomin,99.6,,,,,114,,,,,,,82
2013 Roland Garros R128,W vs Serra,105.4,,,,,131,,,,,,,75
2013 Australian Open R64,L vs Federer,104.4,,,,,130,,,,,,,80
2012 US Open R64,L vs Fish,100.0,,,,,125,,,,,,,76
2012 Wimbledon R128,L vs Murray,109.3,,,,,129,,,,,,,84
2011 US Open R32,L vs Djokovic,99.9,103.6,8.9,,,126,86,89.1,4.9,,,102,81
2011 Roland Garros R64,L vs Veic,97.7,100.4,8.0,,,124,86,87.2,5.7,,,101,74
2011 Roland Garros R128,W vs Gremelmayr,104.5,109.4,9.4,,,127,88,91.5,6.9,,,103,76
Career (10 matches),,101.8,103.6,8.6,,,131,86,89.1,5.9,,,103,72
