Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,435,255,180,58.6%,623-438,58.7%,5487-4794,53.4%,78-67,53.8%,420,78.5%,28.5%,4.7%,3.6%,66.3%,69.0%,51.3%,63.0%,40.5%,51.6%,1.10
Clay,305,185,120,60.7%,448-302,59.7%,3795-3253,53.8%,45-44,50.6%,291,75.0%,33.5%,3.4%,3.2%,68.5%,66.1%,51.6%,61.5%,43.0%,52.0%,1.12
Grass,30,10,20,33.3%,36-53,40.4%,429-466,47.9%,8-11,42.1%,30,77.2%,19.1%,5.8%,4.8%,64.6%,70.8%,47.9%,62.7%,34.8%,48.9%,0.93
Carpet,52,34,18,65.4%,81-46,63.8%,670-528,55.9%,6-7,46.2%,45,82.9%,30.8%,5.7%,3.1%,65.6%,72.9%,51.7%,65.6%,41.2%,53.0%,1.20
Grand Slams,132,82,50,62.1%,275-186,59.7%,2366-2031,53.8%,21-28,42.9%,132,78.2%,29.9%,4.5%,3.3%,67.9%,68.1%,51.6%,62.8%,40.9%,51.7%,1.10
Masters,185,103,82,55.7%,233-189,55.2%,2137-1912,52.8%,32-25,56.1%,181,75.5%,30.3%,3.7%,3.7%,67.7%,67.1%,50.0%,61.6%,41.4%,51.3%,1.08
Other Tours,462,273,189,59.1%,610-404,60.2%,5236-4499,53.8%,75-69,52.1%,453,77.7%,30.1%,4.4%,3.5%,66.6%,68.6%,51.4%,62.8%,41.3%,51.8%,1.11
Best of 5,153,95,58,62.1%,316-224,58.5%,2742-2398,53.3%,26-32,44.8%,133,78.3%,30.1%,4.5%,3.3%,67.9%,68.2%,51.6%,62.8%,41.0%,51.7%,1.10
Best of 3,669,389,280,58.1%,872-615,58.6%,7639-6643,53.5%,111-97,53.4%,653,77.2%,29.9%,4.3%,3.5%,66.7%,68.2%,51.1%,62.5%,41.3%,51.7%,1.10
Finals,28,21,7,75.0%,44-20,68.8%,336-275,55.0%,5-2,71.4%,28,80.9%,28.9%,4.4%,3.3%,68.1%,68.0%,52.1%,62.9%,41.5%,52.0%,1.12
Semi-finals,58,28,30,48.3%,68-70,49.3%,673-664,50.3%,9-10,47.4%,58,73.0%,28.4%,3.8%,3.2%,66.5%,65.7%,49.3%,60.2%,40.8%,50.2%,1.03
Quarter-finals,98,55,43,56.1%,126-98,56.3%,1143-1036,52.5%,13-17,43.3%,96,76.1%,28.8%,4.2%,3.2%,67.4%,67.5%,50.5%,62.0%,40.7%,51.1%,1.07
vs Righties,723,418,305,57.8%,1030-751,57.8%,9074-7992,53.2%,124-114,52.1%,688,76.9%,30.0%,4.2%,3.5%,67.0%,67.9%,51.0%,62.3%,41.2%,51.6%,1.09
vs Lefties,99,66,33,66.7%,158-88,64.2%,1307-1049,55.5%,13-15,46.4%,98,81.5%,29.8%,5.0%,3.6%,67.0%,70.6%,53.2%,64.8%,41.1%,52.6%,1.17
vs Top 10,120,38,82,31.7%,105-188,35.8%,1310-1538,46.0%,17-26,39.5%,109,72.1%,20.8%,4.3%,3.3%,65.8%,65.2%,49.3%,59.7%,37.1%,48.4%,0.92
