Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
21,Roger Federer [SUI],2,19,9.5%,6,1,5,16.7%,2002,2013,20,0.81,3.0%,3.1%,67.6%,64.1%,48.2%,59.0%,33.4%,61.5%,31.6%
15,Paul Henri Mathieu [FRA],10,5,66.7%,6,5,1,83.3%,2000,2013,9,1.12,5.4%,5.1%,64.9%,69.8%,54.5%,64.4%,40.0%,62.5%,38.2%
12,Tomas Berdych [CZE],9,3,75.0%,6,4,2,66.7%,2005,2013,11,1.19,5.3%,3.9%,65.4%,71.8%,51.0%,64.6%,42.0%,73.3%,41.7%
12,David Nalbandian [ARG],5,7,41.7%,6,4,2,66.7%,2002,2010,8,1.00,4.4%,3.4%,66.7%,64.6%,46.2%,58.5%,41.5%,63.7%,45.3%
11,Radek Stepanek [CZE],7,4,63.6%,4,2,2,50.0%,2002,2012,10,1.09,2.8%,3.8%,66.5%,69.8%,49.0%,62.8%,40.5%,59.6%,33.0%
11,Rafael Nadal [ESP],6,5,54.5%,5,4,1,80.0%,2006,2012,11,0.99,5.0%,3.8%,66.8%,64.8%,46.8%,58.8%,40.8%,58.0%,39.5%
11,Robin Soderling [SWE],4,7,36.4%,5,4,1,80.0%,2004,2010,11,0.95,6.3%,3.4%,67.7%,65.1%,49.2%,60.0%,38.2%,57.0%,45.9%
10,Ivo Karlovic [CRO],8,2,80.0%,8,6,2,75.0%,1999,2012,8,1.23,2.8%,2.8%,79.0%,76.7%,57.3%,72.7%,33.6%,87.5%,26.3%
10,Andy Murray [GBR],4,6,40.0%,2,0,2,0.0%,2006,2012,10,0.92,2.4%,3.9%,65.0%,64.0%,45.2%,57.4%,39.3%,58.0%,50.8%
9,Florian Mayer [GER],6,3,66.7%,2,1,1,50.0%,2002,2013,8,1.04,3.5%,3.2%,61.7%,69.8%,50.6%,62.5%,38.9%,58.8%,37.1%
9,Fernando Verdasco [ESP],7,2,77.8%,2,1,1,50.0%,2004,2011,9,1.17,3.6%,3.5%,64.5%,71.9%,53.2%,65.3%,40.6%,67.2%,46.5%
9,Mario Ancic [CRO],5,4,55.6%,3,0,3,0.0%,2000,2008,6,1.17,2.4%,4.3%,66.3%,70.5%,57.4%,66.1%,39.6%,45.5%,44.4%
8,Richard Gasquet [FRA],2,6,25.0%,2,0,2,0.0%,2005,2014,7,0.83,3.9%,2.3%,70.2%,61.4%,47.0%,57.1%,35.6%,55.4%,48.6%
8,Gilles Simon [FRA],3,5,37.5%,4,2,2,50.0%,2007,2013,8,1.00,2.8%,4.1%,64.7%,68.3%,44.8%,60.0%,39.9%,51.7%,38.0%
8,Novak Djokovic [SRB],2,6,25.0%,2,1,1,50.0%,2008,2012,7,0.83,5.3%,4.4%,60.9%,65.1%,44.7%,57.1%,35.4%,59.0%,35.9%
