Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2014 Dusseldorf R32,W vs Sela,0.0%,-,3.9%,100.0%,16.7%,20.0%,0.0%,8.3%,16.7%,0.0%,-,76,35
2014 Australian Open R64,L vs Gasquet,0.0%,-,4.8%,60.0%,11.7%,11.1%,0.0%,12.1%,29.0%,0.3%,0.0%,1,-15
2013 Australian Open R64,L vs Federer,0.0%,-,3.6%,57.1%,6.4%,4.9%,0.0%,4.5%,14.3%,0.4%,0.0%,-4,-3
2013 Doha F,L vs Gasquet,0.0%,-,8.9%,55.6%,14.9%,18.3%,20.0%,8.6%,19.5%,0.4%,50.0%,34,0
2013 Doha SF,W vs Ferrer,0.0%,-,8.5%,87.5%,14.9%,18.8%,25.0%,8.4%,29.4%,0.0%,-,-35,-38
2012 Cincinnati R64,W vs Dolgopolov,0.0%,-,2.2%,100.0%,13.3%,10.0%,0.0%,16.7%,40.0%,0.9%,0.0%,-69,6
2012 Marseille R16,L vs Del Potro,0.0%,-,10.6%,75.0%,24.5%,32.5%,100.0%,6.8%,23.1%,0.0%,-,93,39
2012 Rotterdam SF,L vs Federer,0.0%,-,6.7%,61.5%,16.9%,14.3%,33.3%,7.2%,14.6%,0.0%,-,-37,-42
2012 Rotterdam QF,W vs Gasquet,0.0%,-,9.2%,75.0%,16.4%,22.7%,0.0%,9.4%,22.2%,0.3%,100.0%,10,-10
2011 Munich F,W vs Mayer,0.0%,-,4.0%,71.4%,19.0%,17.2%,0.0%,7.9%,17.4%,0.0%,-,15,40
2011 Munich SF,W vs Stepanek,0.0%,-,4.0%,75.0%,15.7%,28.6%,0.0%,12.3%,30.8%,0.0%,-,-10,-10
2011 Munich QF,W vs Cilic,0.0%,-,4.9%,85.7%,16.9%,15.0%,0.0%,5.5%,18.5%,0.0%,-,-17,-28
2011 Doha F,L vs Federer,0.0%,-,8.9%,80.0%,6.9%,0.0%,0.0%,6.4%,25.0%,0.0%,-,-69,-8
2011 Doha SF,W vs Nadal,0.0%,-,7.0%,37.5%,21.1%,20.8%,20.0%,13.6%,30.8%,0.0%,-,-51,-35
2011 Doha QF,W vs Karlovic,0.0%,-,5.1%,66.7%,27.3%,26.3%,33.3%,8.0%,0.0%,0.0%,-,54,14
2011 Doha R16,W vs Nieminen,4.2%,100.0%,14.4%,60.0%,19.3%,23.3%,5.9%,8.7%,37.5%,0.0%,-,-30,-27
2010 Paris R16,W vs Berdych,0.0%,-,3.8%,100.0%,18.0%,22.4%,50.0%,2.8%,0.0%,0.0%,-,38,64
2010 Cincinnati QF,L vs Federer,1.3%,0.0%,5.2%,87.5%,12.7%,6.1%,20.0%,10.6%,27.3%,0.0%,-,54,39
2010 Rotterdam R16,W vs Baghdatis,2.2%,100.0%,13.3%,92.3%,20.2%,33.3%,0.0%,10.2%,16.7%,0.5%,0.0%,71,48
2010 Australian Open QF,L vs Federer,0.0%,-,9.6%,72.7%,11.3%,7.8%,0.0%,3.5%,5.0%,0.2%,0.0%,-2,-22
Career (74 matches),,0.4%,69.6%,8.6%,73.3%,13.7%,17.7%,9.5%,7.9%,18.3%,0.4%,33.7%,-14,-15
