Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2004,2,1,1,50.0%,3-2,60.0%,24-23,51.1%,0-0,-,0,,,,,,,,,,,,R16 (Dnepropetrovsk)
2003,5,3,2,60.0%,6-4,60.0%,53-47,53.0%,0-1,0.0%,0,,,,,,,,,,,,QF (Heilbronn)
2002,28,18,10,64.3%,43-26,62.3%,357-290,55.2%,2-3,40.0%,0,,,,,,,,,,,,W (Szczecin)
2001,38,27,11,71.1%,57-28,67.1%,448-370,54.8%,6-2,75.0%,0,,,,,,,,,,,,W (2x)
2000,28,15,13,53.6%,36-28,56.3%,302-270,52.8%,1-2,33.3%,0,,,,,,,,,,,,W (Monchengladbach)
Career,101,64,37,63.4%,145-88,62.2%,1184-1000,54.2%,9-8,52.9%,0,,,,,,,,,,,,
