Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2014 Dusseldorf R32,W vs Sela,84.0%,59.5%,4.0%,1/1,2.17,14.3%,84.6%,72.7%,3.8%,2.28,8.0%,95.2%,45.0%,4.8%,2.00,23.5%
2014 Australian Open R64,L vs Gasquet,64.0%,51.6%,2.0%,1/1,2.11,12.9%,60.3%,48.6%,0.0%,2.08,12.7%,78.4%,55.2%,5.4%,2.18,13.6%
2013 Australian Open R64,L vs Federer,58.2%,43.4%,3.3%,2/1,2.31,24.3%,51.6%,46.9%,3.2%,2.36,27.7%,77.8%,38.1%,3.7%,2.22,18.5%
2013 Doha F,L vs Gasquet,67.8%,47.5%,1.1%,1/0,2.08,10.3%,65.5%,50.0%,1.8%,2.06,11.1%,83.3%,44.0%,0.0%,2.13,8.0%
2013 Doha SF,W vs Ferrer,85.7%,56.3%,0.0%,0/0,2.10,0.0%,80.5%,54.5%,0.0%,2.13,0.0%,100.0%,60.0%,0.0%,2.06,0.0%
2012 Cincinnati R64,W vs Dolgopolov,62.3%,78.8%,1.9%,0/1,2.58,0.0%,48.1%,76.9%,3.7%,2.63,0.0%,90.9%,80.0%,0.0%,2.55,0.0%
2012 Marseille R16,L vs Del Potro,56.9%,51.2%,4.2%,1/2,1.99,12.7%,41.3%,36.8%,2.2%,1.90,20.5%,88.0%,63.6%,8.0%,2.13,0.0%
2012 Rotterdam SF,L vs Federer,73.9%,45.6%,6.5%,1/5,2.14,48.8%,68.4%,43.6%,3.5%,2.16,37.8%,85.3%,48.3%,11.8%,2.12,62.2%
2012 Rotterdam QF,W vs Gasquet,84.3%,49.2%,0.0%,0/0,2.06,21.3%,85.7%,47.2%,0.0%,2.18,23.5%,95.8%,52.2%,0.0%,1.77,15.4%
2011 Munich F,W vs Mayer,71.8%,55.7%,3.5%,0/3,2.18,12.1%,64.7%,51.5%,3.9%,2.19,18.4%,84.8%,60.7%,3.0%,2.15,0.0%
2011 Munich SF,W vs Stepanek,79.6%,62.8%,9.3%,3/2,2.37,2.9%,74.2%,56.5%,9.7%,2.29,3.8%,90.9%,70.0%,9.1%,2.63,0.0%
2011 Munich QF,W vs Cilic,65.2%,55.8%,1.5%,0/1,2.09,0.0%,57.1%,50.0%,0.0%,2.00,0.0%,82.1%,60.9%,3.6%,2.28,0.0%
2011 Doha F,L vs Federer,66.7%,29.4%,3.9%,1/1,1.99,20.5%,67.6%,30.4%,2.9%,1.85,29.4%,68.8%,27.3%,6.3%,2.09,13.6%
2011 Doha SF,W vs Nadal,82.8%,62.5%,8.6%,2/3,2.02,12.2%,82.1%,62.5%,5.1%,2.00,18.5%,88.9%,62.5%,16.7%,2.07,0.0%
2011 Doha QF,W vs Karlovic,49.1%,57.7%,5.7%,3/0,2.05,43.5%,41.0%,56.3%,2.6%,2.07,51.4%,90.9%,60.0%,18.2%,2.00,11.1%
2011 Doha R16,W vs Nieminen,61.9%,69.2%,6.3%,1/3,2.16,20.7%,45.9%,70.6%,2.7%,2.20,34.3%,91.7%,68.2%,12.5%,2.11,0.0%
2010 Paris R16,W vs Berdych,63.1%,52.8%,2.4%,2/0,2.33,11.7%,52.4%,31.8%,2.4%,2.26,17.9%,79.5%,67.7%,2.6%,2.45,0.0%
2010 Cincinnati QF,L vs Federer,60.6%,55.8%,2.8%,0/2,2.43,42.9%,47.6%,45.0%,2.4%,2.54,32.4%,82.1%,65.2%,3.6%,2.27,57.7%
2010 Rotterdam R16,W vs Baghdatis,74.5%,68.4%,2.0%,0/1,2.03,20.5%,60.9%,71.4%,0.0%,2.00,42.1%,88.9%,66.7%,3.7%,2.05,0.0%
2010 Australian Open QF,L vs Federer,65.6%,56.3%,1.6%,2/0,1.98,42.4%,56.8%,59.5%,2.7%,1.97,41.8%,86.4%,52.6%,0.0%,2.00,43.3%
Career (74 matches),,69.9%,52.5%,2.9%,51.7%,2.12,20.0%,64.6%,49.0%,2.2%,2.10,24.0%,85.6%,56.8%,4.4%,2.16,12.9%
