Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
2012,81,786,83,1726,71,1705,65,1680,115,1532,36,2170,,
2011,54,1108,62,1775,55,1740,53,1710,70,1615,29,2920,,
2010,59,1015,62,1780,58,1736,55,1724,78,1608,21,3605,,
2009,38,1540,59,1785,57,1735,54,1733,63,1624,,,,
2008,43,685,59,1776,59,1710,49,1731,79,1589,,,,
2007,116,305,121,1622,112,1590,133,1533,138,1475,,,,
2006,58,402,100,1673,102,1620,100,1600,122,1492,,,,
2005,55,636,63,1754,67,1684,70,1687,105,1527,,,,
2004,36,814,82,1732,83,1677,65,1692,102,1538,,,,
2003,132,250,142,1557,141,1523,137,1523,148,1463,,,,
2002,82,459,44,1848,45,1769,66,1707,46,1673,,,,
2001,194,141,,,,,,,,,,,,
