Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,225,105,120,46.7%,234-282,45.3%,2273-2487,47.8%,19-27,41.3%,3,-,-,1.1%,4.8%,51.6%,62.5%,40.0%,51.6%,35.9%,43.9%,0.74
Clay,150,67,83,44.7%,152-187,44.8%,1518-1631,48.2%,13-16,44.8%,2,-,-,0.0%,6.9%,59.7%,54.7%,43.1%,50.0%,39.5%,44.7%,0.79
Grass,23,5,18,21.7%,12-39,23.5%,183-285,39.1%,2-2,50.0%,0,,,,,,,,,,,
Carpet,16,5,11,31.3%,16-26,38.1%,176-211,45.5%,2-3,40.0%,0,,,,,,,,,,,
Grand Slams,66,24,42,36.4%,53-92,36.6%,559-740,43.0%,5-7,41.7%,1,-,-,0.0%,5.8%,59.4%,61.0%,53.6%,58.0%,30.9%,44.5%,0.73
Premiers,106,41,65,38.7%,96-150,39.0%,1059-1248,45.9%,9-13,40.9%,0,,,,,,,,,,,
Internationals,171,85,86,49.7%,191-201,48.7%,1801-1831,49.6%,16-16,50.0%,2,-,-,0.0%,7.6%,55.7%,57.5%,34.5%,47.3%,39.7%,43.6%,0.75
Finals,8,2,6,25.0%,4-12,25.0%,56-91,38.1%,1-1,50.0%,0,,,,,,,,,,,
Semi-finals,16,8,8,50.0%,19-20,48.7%,179-179,50.0%,0-0,-,0,,,,,,,,,,,
Quarter-finals,33,16,17,48.5%,35-40,46.7%,327-356,47.9%,5-0,100.0%,0,,,,,,,,,,,
vs Righties,375,167,208,44.5%,376-477,44.1%,3751-4153,47.5%,34-44,43.6%,5,-,-,0.6%,5.8%,55.2%,58.8%,41.2%,50.9%,37.5%,44.2%,0.76
vs Lefties,34,10,24,29.4%,28-54,34.1%,328-421,43.8%,2-4,33.3%,0,,,,,,,,,,,
vs Top 10,43,4,39,9.3%,12-78,13.3%,281-524,34.9%,2-5,28.6%,0,,,,,,,,,,,
