Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2011,4,3,1,75.0%,7-3,70.0%,54-37,59.3%,0-1,0.0%,0,,,,,,,,,,,,SF (Petange 100K)
2010,3,1,2,33.3%,2-5,28.6%,26-35,42.6%,0-0,-,0,,,,,,,,,,,,R16 (Tokyo 100K)
2008,14,11,3,78.6%,22-9,71.0%,165-109,60.2%,2-1,66.7%,0,,,,,,,,,,,,W (Latina 50K)
2007,4,3,1,75.0%,6-4,60.0%,56-44,56.0%,0-1,0.0%,0,,,,,,,,,,,,SF (Bratislava 1 100K)
2006,3,1,2,33.3%,2-4,33.3%,26-32,44.8%,0-0,-,0,,,,,,,,,,,,R16 (Bratislava 75K)
2004,7,6,1,85.7%,13-5,72.2%,95-64,59.7%,0-0,-,0,,,,,,,,,,,,W (Ortisei 75K)
2003,14,7,7,50.0%,16-16,50.0%,155-150,50.8%,1-2,33.3%,0,,,,,,,,,,,,QF (3x)
2002,14,8,6,57.1%,18-16,52.9%,167-166,50.2%,1-2,33.3%,0,,,,,,,,,,,,SF (Ortisei 50K)
2001,45,33,12,73.3%,66-30,68.8%,503-371,57.6%,6-2,75.0%,0,,,,,,,,,,,,W (2x)
2000,18,8,10,44.4%,20-16,55.6%,171-149,53.4%,1-1,50.0%,0,,,,,,,,,,,,SF (Torun 10K)
1999,1,0,1,0.0%,1-2,33.3%,13-16,44.8%,0-0,-,0,,,,,,,,,,,,R32 (Plzen 10K)
1998,1,0,1,0.0%,0-1,0.0%,4-6,40.0%,0-1,0.0%,0,,,,,,,,,,,,R32 (Stare Splavy 10K)
Career,128,81,47,63.3%,173-111,60.9%,1435-1179,54.9%,11-11,50.0%,0,,,,,,,,,,,,
