Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2014,5,0,5,0.0%,0-10,0.0%,36-63,36.4%,0-2,0.0%,5,-,-,0.6%,5.8%,55.2%,58.8%,41.2%,50.9%,37.5%,44.2%,0.76,R32 (2x)
2012,28,11,17,39.3%,22-40,35.5%,264-326,44.7%,4-4,50.0%,0,,,,,,,,,,,,QF (Brisbane)
2011,40,16,24,40.0%,34-51,40.0%,352-410,46.2%,0-3,0.0%,0,,,,,,,,,,,,QF (Luxembourg)
2010,42,18,24,42.9%,42-52,44.7%,391-448,46.6%,4-2,66.7%,0,,,,,,,,,,,,W (Fes)
2009,56,29,27,51.8%,59-61,49.2%,552-552,50.0%,4-3,57.1%,0,,,,,,,,,,,,F (Hobart)
2008,40,22,18,55.0%,49-46,51.6%,454-418,52.1%,1-3,25.0%,0,,,,,,,,,,,,F (Estoril)
2007,22,6,16,27.3%,17-33,34.0%,206-268,43.5%,4-7,36.4%,0,,,,,,,,,,,,R16 (Portoroz)
2006,39,17,22,43.6%,37-55,40.2%,388-472,45.1%,5-5,50.0%,0,,,,,,,,,,,,F (Hobart)
2005,49,21,28,42.9%,51-69,42.5%,529-592,47.2%,2-8,20.0%,0,,,,,,,,,,,,SF (2x)
2004,45,25,20,55.6%,55-48,53.4%,474-470,50.2%,4-4,50.0%,0,,,,,,,,,,,,W (Acapulco)
2003,30,9,21,30.0%,26-46,36.1%,297-375,44.2%,3-5,37.5%,0,,,,,,,,,,,,SF (Hobart)
2002,18,8,10,44.4%,22-23,48.9%,207-220,48.5%,5-2,71.4%,0,,,,,,,,,,,,F (Bratislava)
Career,414,182,232,44.0%,414-534,43.7%,4150-4614,47.4%,36-48,42.9%,5,-,-,0.6%,5.8%,55.2%,58.8%,41.2%,50.9%,37.5%,44.2%,0.76,
