Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2019 Murcia CH R64,L vs Vilella Martinez,3.7,3.9,3.6,44.2%,31.0%,33.3%,50.0%,56.6%,0.0%,-3.0,-3.8,-4.5,-7.4
2017 Madrid R32,L vs Djokovic,4.8,4.3,5.4,49.4%,52.2%,34.6%,31.8%,49.3%,8.1%,3.5,2.0,-6.5,-3.8
2016 Estoril F,W vs Carreno Busta,4.0,3.1,4.7,52.8%,52.4%,58.8%,44.4%,51.9%,9.8%,12.0,7.1,6.0,4.1
2016 Buenos Aires F,L vs Thiem,3.9,4.2,3.5,52.2%,40.4%,31.3%,66.7%,51.8%,13.9%,16.5,10.3,-2.0,-1.4
2015 Genova CH R32,W vs Satral,3.8,4.0,3.6,50.0%,59.3%,60.0%,44.4%,54.9%,17.7%,9.5,8.7,-1.0,-1.3
2015 Estoril QF,L vs Gasquet,4.8,4.5,5.0,43.8%,46.4%,47.6%,30.8%,41.5%,4.0%,2.5,2.4,-1.0,-0.7
2015 Casablanca QF,L vs Klizan,3.8,3.4,4.2,44.7%,50.0%,41.7%,54.5%,52.9%,5.7%,0.0,0.0,-7.5,-7.6
2015 Casablanca R16,W vs Berlocq,4.4,3.8,4.9,54.7%,56.8%,56.3%,33.3%,51.3%,8.4%,16.5,12.2,4.0,3.3
2015 Casablanca R32,W vs Daniel,5.2,3.5,7.0,60.9%,63.6%,66.7%,62.5%,46.3%,3.4%,13.5,14.7,0.0,0.0
2015 Sao Paulo QF,L vs Cuevas,4.3,4.5,4.2,44.1%,44.7%,70.0%,56.3%,42.0%,7.0%,7.5,6.0,6.0,3.5
2014 Madrid R64,W vs Golubev,3.2,2.9,3.5,51.9%,57.9%,43.8%,44.4%,49.0%,17.3%,16.0,11.0,-5.0,-3.9
2014 Barcelona QF,W vs Nadal,4.8,5.0,4.6,46.6%,47.3%,44.4%,59.3%,59.2%,7.8%,11.5,4.6,10.5,6.3
2013 Shanghai QF,L vs Del Potro,3.4,3.4,3.4,45.2%,34.8%,40.0%,50.0%,50.0%,13.9%,1.5,2.1,-2.0,-3.2
2013 Tokyo SF,L vs Del Potro,4.0,4.2,3.7,52.8%,37.9%,42.1%,23.1%,47.0%,13.6%,8.0,7.2,-2.5,-2.3
2013 Barcelona F,L vs Nadal,5.6,5.1,6.1,52.3%,36.1%,38.1%,52.9%,59.2%,5.6%,7.5,4.2,-7.5,-6.6
2013 Monte Carlo R32,L vs Melzer,3.2,3.0,3.3,50.6%,36.0%,37.5%,100.0%,34.5%,9.9%,8.5,18.5,-5.0,-6.1
2013 Australian Open QF,L vs Ferrer,4.6,4.5,4.7,43.8%,59.1%,37.0%,52.2%,44.5%,9.0%,4.0,1.5,-1.5,-0.5
2012 Olympics QF,L vs Murray,3.5,4.4,2.2,29.8%,36.4%,50.0%,33.3%,65.8%,35.9%,3.5,5.1,-3.0,-12.0
2012 Indian Wells QF,L vs Djokovic,4.1,4.5,3.6,38.5%,44.0%,64.3%,27.3%,48.2%,8.1%,3.5,3.8,1.0,1.1
2012 Buenos Aires R32,W vs Starace,4.7,5.2,4.3,54.4%,50.0%,53.6%,45.5%,51.2%,12.8%,25.0,13.8,10.0,6.4
Career (25 matches),,4.4,4.2,4.5,48.1%,46.9%,47.5%,49.0%,50.0%,9.7%,8.2,5.5,-0.8,-0.6
